ba	cmavo			   	PU      	dirección/relación de tiempo verbal: será (selbri); después de (sumti); por defecto tiempo futuro
ba'a	cmavo			   	UI2      	evidencial: anticipación - experiencia - recuerdo	Ver también {bavykri},  {lifri},  {morji}.
ba'acu'i	cmavo-compound			   	UI*2      	evidencial: anticipación - experiencia - recuerdo
ba'anai	cmavo-compound			   	UI*2      	evidencial: expectativa - experiencia - recuerdo
baba	cmavo-compound			   	PU*      	tiempo verbal: irá a ser; (tiempo/modal)
baca'a	cmavo-compound			   	PU*      	tiempo verbal: realidad futura; aspecto modal
baca'o	cmavo-compound			   	ZAhO*      	tiempo verbal: estará siendo; (tiempo/modal)
ba'e	cmavo			   	BAhE      	indicador de énfasis; indica que la siguiente palabra es especialmente enfatizada
ba'i	cmavo			   	BAI      	basti modal, 1er argumento                            reemplazado por ...
bai	cmavo			   	BAI      	bapli modal, 1er argumento (forzado por)              forzadamente; compelido por fuerza ...
ba'o	cmavo			   	ZAhO      	aspecto verbal: habiendo concluído la acción; perfecto              |     |----
bapu	cmavo-compound			   	PU*      	tiempo verbal: habrá sido; (tiempo/modal)
ba'u	cmavo			   	UI3      	discursivo: exageración - exactitud - minimización	Ver también {satci},  {dukse}.
bau	cmavo			   	BAI      	bangu modal, 1er argumento                            en lenguaje ...
ba'ucu'i	cmavo-compound			   	UI*3      	discursivo: exageración - exactitud - minimización
ba'unai	cmavo-compound			   	UI*3      	discursivo: exageración - exactitud - minimización
be	cmavo			   	BE      	adhiere un sumti (por defecto x_2) a un selbri; usado en descripciones
be'a	cmavo			   	FAhA1      	locación/dirección; al norte de
be'e	cmavo			   	COI      	vocativo: pedido para enviar/hablar
be'i	cmavo			   	BAI      	benji modal, 1er argumento (enviador)                 enviado por ...
bei	cmavo			   	BEI      	separa varios sumti acoplados a un selbri; usado en descripciones
be'o	cmavo			   	BEhO      	terminador elisible: fin de sumti acoplado en una descripción específica
be'u	cmavo			   	UI5      	modificador de actitudinal: carencia/necesidad - presencia/satisfacción - superabundancia/saciedad	Ver también {claxu},  {nitcu},  {mansa}.
be'ucu'i	cmavo-compound			   	UI*5      	modificador de actitudinal: carencia/necesidad - presencia/satisfacción - superabundancia/saciedad/hartazgo
be'unai	cmavo-compound			   	UI*5      	modificador de actitudinal: carencia/necesidad - presencia/satisfacción - superabundancia/saciedad/hartazgo
bi	cmavo   	-biv-		   	PA1      	dígito/número: 8 (dígito) (ocho)
bi'e	cmavo			   	BIhE      	prefijado a un operador matemático para indicar alta prioridad
bi'i	cmavo   	-biz-		   	BIhI      	conector de intervalos no lógico: no ordenado entre ... y ...
biki'o	cmavo-compound			   	PA*      	número/cantidad: 8,000
bimei	cmavo-compound			   	MOI*      	selbri cuantificado: convierte 8 en selbri cardinal; x_1 es un octeto de x_2
bimoi	cmavo-compound			   	MOI*      	selbri cuantificado: convierte 8 en selbri ordinal; x_1 es octavo entre x_2 ordenado según regla x_3
bino	cmavo-compound			   	PA*      	número/cantidad: 80 (ochenta)
binono	cmavo-compound			   	PA*      	número/cantidad: 800 (ochocientos)
binonovo	cmavo-compound			   	PA*      	número/cantidad: 8004
bi'o	cmavo			   	BIhI      	conector de intervalos no lógico: ordenado de ... a ...
bi'u	cmavo			   	UI3a      	discursivo: información nueva - información ya conocida	Ver también {nindatni},  {saurdatni}.
bi'unai	cmavo-compound			   	UI*3      	discursivo: información nueva - información previa
bo	cmavo   	-bor-		   	BO      	acople de corto alcance; une varias construcciones con mínimo alcance y agrupamiento por derecha
boi	cmavo			   	BOI      	terminador elisible: termina cadena de números o letras
bu	cmavo   	-bus-   	-bu'i-	   	BU      	convierte una palabra cualquiera a BY
bu'a	cmavo   	-bul-		   	GOhA      	predicado variable cuantificado lógicamente: algún selbri  1
bu'e	cmavo			   	GOhA      	predicado variable cuantificado lógicamente: algún selbri  2
bu'i	cmavo			   	GOhA      	predicado variable cuantificado lógicamente: algún selbri  3
bu'o	cmavo			   	UI7      	contorno actitudinal: comienzo de emoción - continuidad de emoción - fin de emoción
bu'ocu'i	cmavo-compound			   	UI*7      	contorno actitudinal: comienzo de emoción - continúa emoción - fin de emoción
bu'onai	cmavo-compound			   	UI*7      	contorno actitudinal: comienzo de emoción - continúa emoción - fin de emoción
bu'u	cmavo			   	FAhA3      	locación/dirección; coincidente con/en el mismo lugar de; equivalente espacial de ca
by	cmavo			   	BY2      	letra b
ca	cmavo			   	PU      	dirección/relación de tiempo verbal: es (selbri); durante/simultaneo con (sumti); tiempo presente
ca'a	cmavo   	-caz-		   	CAhA      	aspecto modal: realidad
caba'o	cmavo-compound			   	ZAhO*      	tiempo verbal: ha sido; (tiempo/modal)
caca'a	cmavo-compound			   	PU*      	tiempo verbal: realidad presente; aspecto modal
caca'o	cmavo-compound			   	ZAhO*      	tiempo verbal: está siendo; (tiempo/modal)
ca'e	cmavo			   	UI2      	evidencial: definición	Ver también {mitcu'a},  {mitsmu}.
ca'i	cmavo			   	BAI      	catni modal, 1er argumento                            por autoridad de ...
cai	cmavo			   	CAI      	actitudinal: gran intensidad
cajeba	cmavo-compound			   	PU*      	tiempo verbal: durante y después; (tiempo/modal)
ca ma	cmavo-compound			   	PU*      	pregunta por una hora/fecha/evento; simultaneo con ¿qué?
ca'o	cmavo			   	ZAhO      	aspecto verbal: acción en curso; continuativo                                    |-----|
capu'o	cmavo-compound			   	ZAhO*      	tiempo verbal: está por ser; (tiempo/modal)
ca'u	cmavo			   	FAhA2      	locación/dirección; frente a
cau	cmavo			   	BAI      	claxu modal, 1er argumento                            carecido por ...
ce	cmavo   	-cec-		   	JOI      	conector no lógico: enlace de conjunto, no ordenado; formando un conjunto
ce'a	cmavo			   	LAU      	cambio de letra: sigue indicador de un nuevo tipo de letra (ej. itálica, manuscrita)
ce'e	cmavo			   	CEhE      	acopla términos en un grupo
ce'i	cmavo   	-cez-		   	PA3      	dígito/número: \\% porcentaje, centésimos
cei	cmavo			   	CEI      	asignación de selbri variable; asigna pro-bridi de serie broda a un selbri
ce'o	cmavo   	-ce'o-		   	JOI      	conector no lógico: enlace de secuencia ordenada; 
ce'u	cmavo			   	KOhA8      	indica la posición del poseedor de una propiedad
ci	cmavo   	-cib-		      		dígito/número: 3 (dígito) (tres)
ci'e	cmavo			   	BAI      	ciste modal, 1er argumento usado en negación escalar  en sistema/contexto ...
ci'i	cmavo			   	PA5      	dígito/número: infinito; seguido por dígitos => cardinalidad álef
ci'iroi	cmavo-compound			   	ROI*      	modificador de intervalo: infinitas veces, eternamente
ciki'o	cmavo-compound			   	PA*      	número/cantidad: 3,000
cimei	cmavo-compound			   	MOI*      	selbri cuantificado: convierte 3 en selbri cardinal; x_1 es un trío de x_2
cimoi	cmavo-compound			   	MOI*      	selbri cuantificado: convierte 3 en selbri ordinal; x_1 es tercero entre x_2 ordenado según regla x_3
cino	cmavo-compound			   	PA*      	número/cantidad: 30 (treinta)
cinono	cmavo-compound			   	PA*      	número/cantidad: 300 (trescientos)
ci'o	cmavo			   	BAI      	cinmo modal, 1er argumento                            emocionalmente sentido por ...
ciroi	cmavo-compound			   	ROI*      	modificador de intervalo: tres veces
ci'u	cmavo			   	BAI      	ckilu modal, 1er argumento                            en la escala ...
co	cmavo   	-col-		   	CO      	inversion de tanru; permite sumti pospuestos del modificador sin acople de sumti
co'a	cmavo   	-co'a-		   	ZAhO      	aspecto verbal: comienzo de la acción; ingresivo                   >|<    |
co'e	cmavo   	-com-   	-co'e-	   	GOhA      	relación elíptica/no especificada
co'i	cmavo			   	ZAhO      	aspecto verbal: acción puntual; logrativo;   >|<
coi	cmavo			   	COI      	vocativo: saludo/hola
coico'o	cmavo-compound			   	COI*      	vocativo: saludo al pasar
co'o	cmavo			   	COI      	vocativo: adios
co'u	cmavo   	-co'u-		   	ZAhO      	aspecto verbal: fin de la acción, incluso sin completar; egresivo      |  >< |
cu	cmavo			   	CU      	marcador elisible: separa selbri del sumti precedente, permite la elisión de terminadores precedentes
cu'a	cmavo			   	VUhU3      	operador matemático unitario: valor absoluto/norma  (|a|)
cu'e	cmavo			   	CUhE      	pregunta modal/tiempo verbal
cu'i	cmavo			   	CAI      	actitudinal: neutral
cu'o	cmavo			   	MOI      	convierte número en selbri de probabilidad; evento x_1 tiene probabilidad (n) de ocurrir bajo condiciones x_2
cu'u	cmavo			   	BAI      	cusku modal, 1er argumento (atribución/cita)          dicho por fuente ...; usado con citas
cu'u ko'a	cmavo-compound			   	BAI*      	sumti preposicionado: puede ser usado con inserción editorial: ello-1 dijo, "...",
cy	cmavo			   	BY2      	letra c
da	cmavo   	-dav-   	-dza-	   	KOhA1      	pro-sumti con cuantificación existencial: existe algo 1 (generalmente restringido)
da'a	cmavo   	-daz-		   	PA4      	dígito/número: todos excepto n; todos menos n; por defecto 1
da'amoi	cmavo-compound			   	MOI*      	selbri cuantificado: convierte todos-menos-1 en selbri ordinal; x_1 es penúltimo entre x_2 según regla x_3
da'aremoi	cmavo-compound			   	MOI*      	selbri cuantificado: convierte todos-menos-2 en selbri ordinal; x_1 es antepenúltimo entre x_2 según regla x_3
da'e	cmavo			   	KOhA2      	pro-sumti: expresión futura; "Te lo dirá mañana. ESO va a estar bueno."
da'i	cmavo			   	UI3      	discursivo: suposición - de hecho	Ver también {sruma}.
dai	cmavo			   	UI5      	modificador de actitudinal: empatía; muestra los sentimientos de otro	Ver también {cnijmi}.
da'inai	cmavo-compound			   	UI*3      	discursivo: suponiendo - de hecho
da'o	cmavo			   	DAhO      	discursivo: cancela asignaciones de pro-sumti/pro-bridi
da'u	cmavo			   	KOhA2      	pro-sumti: una expresión pasada; "Ella no podía saber que ESO sería cierto."
dau	cmavo			   	PA2      	dígito/número: dígito hexadecimal A (decimal 10) (diez)
de	cmavo			   	KOhA1      	pro-sumti con cuantificación existencial: existe algo 2 (generalmente restringido)
de'a	cmavo			   	ZAhO      	aspecto verbal: comienzo de una pausa en la acción, a ser retomada; pausativo
de'e	cmavo			   	KOhA2      	pro-sumti: una expresión futura próxima
de'i	cmavo			   	BAI      	detri modal, 1er argumento (para cartas)              fechado ...
dei	cmavo			   	KOhA2      	pro-sumti: esta expresión
denpa bu	bu-letteral			   	BY*      	letra: carácter "." de lojban
de'o	cmavo			   	VUhU3      	operador matemático binario: logaritmo; (log/ln a en base b); por defecto base 10 or e
de'u	cmavo			   	KOhA2      	pro-sumti: una expresión reciente
di	cmavo			   	KOhA1      	pro-sumti con cuantificación existencial: existe algo 3 (generalmente restringido)
di'a	cmavo			   	ZAhO      	aspecto verbal: punto en que se retoma la acción; retomativo
di'e	cmavo			   	KOhA2      	pro-sumti: la próxima expresión
di'i	cmavo			   	TAhE      	modificador de intervalo: regularmente
di'inai	cmavo-compound			   	TAhE*      	modificador de intervalo: irregular/aperiódicamente
di'o	cmavo			   	BAI      	diklo modal, 1er argumento                            en lugar ...
di'u	cmavo			   	KOhA2      	pro-sumti: la última expresión
do	cmavo   	-don-   	-doi-	   	KOhA3      	pro-sumti: tú/usted(es); identificado por vocativo
do'a	cmavo			   	UI3      	discursivo: generosidad - parsimonia	Ver también {dunda}.
do'anai	cmavo-compound			   	UI*3      	discursivo: generosamente - parsimoniosamente
do'e	cmavo			   	BAI      	modal elíptico/no específico
do'i	cmavo			   	KOhA2      	pro-sumti: expresión elíptica/no especificada
doi	cmavo			   	DOI      	vocativo genérico; identifica al interlocutor de quien habla; elisible después de COI
doido'u	cmavo-compound			   	DOI*      	vocativo genérico para dirigirse a alguien;
do'o	cmavo			   	KOhA3      	pro-sumti: tú/usted(es) \\& otros no especificados
do'u	cmavo			   	DOhU      	terminador elisible: fin de vocativo (a menudo elisible)
du	cmavo   	-dub-   	-du'o-	   	GOhA      	selbri de identidad; signo =; x_1 es idénticamente igual a x_2, x_3, etc.; cada sumti se refiere a lo mismo
du'a	cmavo			   	FAhA1      	locación/dirección; al este de
du'e	cmavo			   	PA4      	dígito/número: demasiados; subjetivo
du'emei	cmavo-compound			   	MOI*      	selbri cuantificado: convierte demasiados en selbri cardinal; x_1 son demasiados x_2
du'eroi	cmavo-compound			   	ROI*      	modificador de intervalo: demasiadas veces
du'i	cmavo			   	BAI      	dunli modal, 1er argumento (igualado por)             igualmente; tanto como ...
du'o	cmavo			   	BAI      	djuno modal, 1er argumento (sabedor)                  sabido por ...
du'u	cmavo   	-dum-		   	NU      	abstractor: abstractor de predicación/bridi; x_1 es una predicación (bridi) expresada en oración x_2
dy	cmavo			   	BY2      	letra d
e	cmavo			   	A      	conector lógico entre sumti: y
e'a	cmavo			   	UI1      	actitudinal: permiso - prohibición	Ver también {curmi}.
e'anai	cmavo-compound			   	UI*1      	actitudinal: permiso - prohibición
ebu	bu-letteral			   	BY*      	letra e
e'e	cmavo			   	UI1      	actitudinal: competencia - incompetencia/inhabilidad	Ver también {kakne},  {certu}.
e'enai	cmavo-compound			   	UI*1      	actitudinal: competencia - incompetencia/inabilidad
e'i	cmavo			   	UI1      	actitudinal: restricción - independencia - desafío/resistencia a restricción	Ver también {selri'u},  {seljimte}.
ei	cmavo			   	UI1      	actitudinal: obligación - libertad	Ver también {bilga},  {zifre}.
e'icu'i	cmavo-compound			   	UI*1      	actitudinal: restricción - independencia - desafío/resistencia
e'inai	cmavo-compound			   	UI*1      	actitudinal: restricción - independencia - desafío/resistencia
einai	cmavo-compound			   	UI*1      	actitudinal: obligación - libertad
enai	cmavo-compound			   	A*      	conector lógico entre sumti: x pero no y
e'o	cmavo			   	UI1      	actitudinal: pedido - pedido negativo	Ver también {cpedu},  {pikci}.
e'onai	cmavo-compound			   	UI*1      	actitudinal: pedido - pedido negativo
e'u	cmavo			   	UI1      	actitudinal: sugerencia - abandono de sugerencia - amenaza	Ver también {stidi},  {kajde}.
e'ucu'i	cmavo-compound			   	UI*1      	actitudinal: sugerencia - abandona sugerencia - amenaza
e'unai	cmavo-compound			   	UI*1      	actitudinal: sugerencia - abandona sugerencia - amenaza
fa	cmavo			   	FA      	indicador de posición de sumti: indica 1ra posición de sumti
fa'a	cmavo			   	FAhA4      	locación/dirección; hacia/en dirección a
fa'e	cmavo			   	BAI      	fatne modal, 1er argumento                            hacia atrás; al revés de ...
fa'i	cmavo			   	VUhU2      	operador matemático unitario: recíproco; inverso multiplicativo; (1/a)
fai	cmavo			   	FA      	indicador de posición de sumti: indica un sumti fuera de la estructura numerada de posiciones; usado en conversiones modales
fa'o	cmavo			   	FAhO      	fin de texto incondicional; fuera de la gramática regular
fa'u	cmavo			   	JOI      	conector no lógico: respectivamente; asociación ordenada distributiva
fau	cmavo			   	BAI      	fasnu modal, 1er argumento (no causal)                en el evento de ...
fau'u	experimental cmavo			   	COI      	¡Lo siento!	cf. {fraxu}, {u'u}.
fe	cmavo			   	FA      	indicador de posición de sumti: indica 2da posición de sumti
fe'a	cmavo			   	VUhU3      	operador matemático binario: raíz enésima de; potencia inversa (a elevado a la potencia 1/b)
fe'e	cmavo			   	FEhE      	marca aspectos distributivos de intervalo espacial
fe'eba'o	cmavo-compound			   	ZAhO*      	aspecto verbal espacial: perfectivo espacial; más allá de ...
fe'eca'o	cmavo-compound			   	ZAhO*      	aspecto verbal espacial: continuativo espacial; por todos lados de ...
fe'eco'a	cmavo-compound			   	ZAhO*      	aspecto verbal espacial: ingresivo espacial; en este lado de ...
fe'eco'i	cmavo-compound			   	ZAhO*      	aspecto verbal espacial: logrativo espacial; en el punto de ...
fe'emo'u	cmavo-compound			   	ZAhO*      	aspecto verbal espacial: completivo espacial; en el extremo más lejano de ...
fe'enoroi	cmavo-compound			   	ROI*      	modificador de intervalo espacial: en ningún lado
fe'epu'o	cmavo-compound			   	ZAhO*      	aspecto verbal espacial: incoativo espacial; hasta el borde de ...
fe'eroroi	cmavo-compound			   	ROI*      	modificador de intervalo espacial: en todos lados, en cada lugar
fe'eza'o	cmavo-compound			   	ZAhO*      	aspecto verbal espacial: superfectivo espacial; continuando demasiado más allá de ...
fe'i	cmavo			   	VUhU1      	operador matemático n-ario: dividido por; operador de división; ((((a / b) / c) / ...))
fei	cmavo			   	PA2      	dígito/número: dígito hexadecimal B (decimal 11) (once)
fe'o	cmavo			   	COI      	vocativo: cambio y fuera (fin de la discusión)
fe'u	cmavo			   	FEhU      	terminador elisible: fin conversión de selbri a modal; generalmente elisible
fi	cmavo			   	FA      	indicador de posición de sumti: indica 3ra posición de sumti
fi'a	cmavo			   	FA      	indicador de posición de sumti: pregunta por la posición de sumti
fi'e	cmavo			   	BAI      	finti modal, 1er argumento (creador)                  creado por ...
fi'i	cmavo			   	COI      	vocativo: hospitalidad - inhospitalidad; bienvenido
fi'inai	cmavo-compound			   	COI*      	vocativo: hospitalidad - inhospitalidad
fi'o	cmavo			   	FIhO      	convierte selbri a modal
fi'u	cmavo			   	PA3      	dígito/número: barra de fracción; por defecto "/n" => 1/n, "n/" => n/1, o "/" solo => razón dorada
fo	cmavo			   	FA      	indicador de posición de sumti: indica 4ta posición de sumti
fo'a	cmavo   	-fo'a-		   	KOhA4      	pro-sumti: él/ella/ello/ellos/ellas #6 (especificado por goi)
fo'e	cmavo   	-fo'e-		   	KOhA4      	pro-sumti: él/ella/ello/ellos/ellas #7 (especificado por goi)
fo'i	cmavo   	-fo'i-		   	KOhA4      	pro-sumti: él/ella/ello/ellos/ellas #8 (especificado por goi)
foi	cmavo			   	FOI      	terminador: fin de lerfu compuesto; nunca elisible
fo'o	cmavo			   	KOhA4      	pro-sumti: él/ella/ello/ellos/ellas #9 (especificado por goi)
fo'u	cmavo			   	KOhA4      	pro-sumti: él/ella/ello/ellos/ellas #10 (especificado por goi)
fu	cmavo			   	FA      	indicador de posición de sumti: indica 5ta posición de sumti
fu'a	cmavo			   	FUhA      	expresión matemática en polaco inverso
fu'e	cmavo			   	FUhE      	comienzo de indicador de largo alcance
fu'i	cmavo			   	UI5      	modificador de actitudinal: fácil - difícil	Ver también {frili}.
fu'inai	cmavo-compound			   	UI*5      	modificador de actitudinal: fácil - difícil
fu'o	cmavo			   	FUhO      	fin de indicador de largo alcance; termina alcance de indicadores
fu'u	cmavo			   	VUhU0      	operador matemático n-ario: expresión matemática elíptica/no específica
fy	cmavo			   	BY2      	letra f
ga	cmavo			   	GA      	conector lógico preposicionado: o (con gi)
ga'a	cmavo			   	BAI      	zgana modal, 1er argumento                            para observador ... ; con testigo ...
ga'e	cmavo			   	BY1      	cambia a mayúsculas
ga'i	cmavo			   	UI5      	modificador de actitudinal/honorífico: alteza - igual rango - sumisión; usado con alguien the rango menor	Ver también {gapru},  {cnita}.
gai	cmavo			   	PA2      	dígito/número: dígito hexadecimal C (decimal 12) (doce)
ga'icu'i	cmavo-compound			   	UI*5      	modificador de actitudinal/honorific: alteza - igual rango - sumisión; usado con alguien de igual rango
ga'inai	cmavo-compound			   	UI*5      	modificador de actitudinal/honorific: alteza - igual rango - sumisión; usado con alguien de mayor rango
ganai	cmavo-compound			   	GA*      	conector lógico preposicionado: condicional/sólo si (con gi)
ga'o	cmavo			   	GAhO      	marcador de intervalo cerrado; modifica intervalos en conectores no lógicos; incluye límites
ga'u	cmavo			   	FAhA2      	locación/dirección; encima de
gau	cmavo			   	BAI      	gasnu modal, 1er argumento caso agente/actor          con agente activo ...
ge	cmavo			   	GA      	conector lógico preposicionado: y (con gi)
ge'a	cmavo			   	VUhU0      	operador matemático: expresión matemática nula
ge'e	cmavo			   	UI6      	actitudinal: emoción elíptica/no específica; ningún sentimiento en especial
ge'i	cmavo			   	GA      	conector lógico preposicionado: pregunta (con gi)
gei	cmavo			   	VUhU2      	operador matemático trinario: orden de magnitud/valor/base; (b * (c elevado a la potencia a))
ge'o	cmavo			   	BY1      	cambia letras a alfabeto griego
ge'u	cmavo			   	GEhU      	terminador elisible: fin de frases relativas de GOI; generalmente elisible en frases no complejas
gi	cmavo			   	GI      	conector lógico preposicionado: introduce el segundo término
gi'a	cmavo			   	GIhA      	conector lógico entre bridi-tail: o
gi'e	cmavo			   	GIhA      	conector lógico entre bridi-tail: y
gi'enai	cmavo-compound			   	GIhA*      	conector lógico entre bridi-tail: x pero no y
gi'i	cmavo			   	GIhA      	conector lógico entre bridi-tail: pregunta
gi'o	cmavo			   	GIhA      	conector lógico entre bridi-tail: bicondicional/sii/si y sólo si
gi'onai	cmavo-compound			   	GIhA*      	conector lógico entre bridi-tail: o exclusivo
gi'u	cmavo			   	GIhA      	conector lógico entre bridi-tail: sea o no que
go	cmavo			   	GA      	conector lógico preposicionado: bicondicional/sii/si y sólo si (con gi)
go'a	cmavo			   	GOhA      	pro-bridi: repite un bridi reciente (usualmente no uno de los dos últimos)
go'e	cmavo			   	GOhA      	pro-bridi: repite el anteúltimo bridi
go'i	cmavo			   	GOhA      	pro-bridi: bridi precedente; en respuesta a una pregunta por sí o por no, repite la oración como afirmación
goi	cmavo			   	GOI      	asignación de sumti; usado para definir/asignar pro-sumti de serie ko'a/fo'a; latín 'sive'
go'ira'o	cmavo-compound			   	GOhA*      	pro-bridi: bridi precedente; repite oración, actualizando valores de hablante/oyente
gonai	cmavo-compound			   	GA*      	conector lógico preposicionado: o exclusivo (con gi)
go'o	cmavo			   	GOhA      	pro-bridi: repite un bridi futuro, normalmente el siguiente
go'u	cmavo			   	GOhA      	pro-bridi: repite un bridi anterior
gu	cmavo			   	GA      	conector lógico preposicionado: sea o no que (con gi)
gu'a	cmavo			   	GUhA      	conector lógico preposicionado entre componentes de tanru: o (con gi)
gu'anai	cmavo-compound			   	GUhA*      	conector lógico preposicionado entre componentes de tanru: condicional/sólo si (con gi)
gu'e	cmavo			   	GUhA      	conector lógico preposicionado entre componentes de tanru: y (con gi)
gu'i	cmavo			   	GUhA      	conector lógico preposicionado entre componentes de tanru: pregunta (con gi)
gu'o	cmavo			   	GUhA      	conector lógico preposicionado entre componentes de tanru: bicondicional/sii/si y sólo si (con gi)
gu'onai	cmavo-compound			   	GUhA*      	conector lógico preposicionado entre componentes de tanru: o exclusivo (con gi)
gu'u	cmavo			   	GUhA      	conector lógico preposicionado entre componentes de tanru: sea o no que (con gi)
gy	cmavo			   	BY2      	letra g
i	cmavo			   	I      	enlace de oración; continúan oraciones sobre el mismo tema; normalmente elisible para nuevo hablante
i'a	cmavo			   	UI1      	actitudinal: aceptación - culpa	Ver también {nalna'e},  {nalpro},  {no'epro},  {nalzugjdi}.
ia	cmavo			   	UI1      	actitudinal: creencia - escepticismo - descreimiento	Ver también {krici},  {jinvi}.
iacu'i	cmavo-compound			   	UI*1      	actitudinal: creencia - escepticismo - descreimiento
i'anai	cmavo-compound			   	UI*1      	actitudinal: aceptación - culpa
ianai	cmavo-compound			   	UI*1      	actitudinal: creencia - escepticismo - descreimiento
ibu	bu-letteral			   	BY*      	letra i
i'e	cmavo			   	UI1      	actitudinal: aprobación - no aprobación - desaprobación	Ver también {zanru}.
ie	cmavo			   	UI1      	actitudinal: acuerdo - desacuerdo	Ver también {tugni}.
i'ecu'i	cmavo-compound			   	UI*1      	actitudinal: aprobación - no aprobación - desaprobación
i'enai	cmavo-compound			   	UI*1      	actitudinal: aprobación - no aprobación - desaprobación
ienai	cmavo-compound			   	UI*1      	actitudinal: acuerdo - desacuerdo
i'i	cmavo			   	UI1      	actitudinal: juntos - privacidad	Ver también {kansa},  {gunma},  {sivni},  {sepli}.
ii	cmavo			   	UI1      	actitudinal: miedo - seguridad	Ver también {terpa},  {snura}.
i'inai	cmavo-compound			   	UI*1      	actitudinal: juntos - privacidad
iinai	cmavo-compound			   	UI*1      	actitudinal: miedo - seguridad
ija	cmavo-compound			   	JA*      	conector lógico entre oraciones: o
ijanai	cmavo-compound			   	JA*      	conector lógico entre oraciones: si
ije	cmavo-compound			   	JA*      	conector lógico entre oraciones: y
ije'i	cmavo-compound			   	JA*      	conector lógico entre oraciones: pregunta
ijenai	cmavo-compound			   	JA*      	conector lógico entre oraciones: x pero no y
ijo	cmavo-compound			   	JA*      	conector lógico entre oraciones: bicondicional/sii/si y sólo si
ijonai	cmavo-compound			   	JA*      	conector lógico entre oraciones: o exclusivo
iju	cmavo-compound			   	JA*      	conector lógico entre oraciones: sea o no que
inaja	cmavo-compound			   	JA*      	conector lógico entre oraciones: condicional/sólo si
i'o	cmavo			   	UI1      	actitudinal: apreciación - envidia	Ver también {ckire},  {jilra}.
io	cmavo			   	UI1      	actitudinal: respeto - falta de respeto	Ver también {sinma}.
i'onai	cmavo-compound			   	UI*1      	actitudinal: apreciación - envidia
ionai	cmavo-compound			   	UI*1      	actitudinal: respeto - falta de respeto
i'u	cmavo			   	UI1      	actitudinal: familiaridad - misterio	Ver también {slabu},  {nalni'o},  {kufra}.
iu	cmavo			   	UI1      	actitudinal: amor - indiferencia - odio	Ver también {prami}.
iucu'i	cmavo-compound			   	UI*1      	actitudinal: amor - indiferencia - odio
i'unai	cmavo-compound			   	UI*1      	actitudinal: familiaridad - misterio
iunai	cmavo-compound			   	UI*1      	actitudinal: amor - indiferencia - odio
ja	cmavo   	-jav-		   	JA      	conector lógico entre componentes de tanru: o
ja'a	cmavo			   	NA      	afirmador lógico de bridi; alcance sobre todo el bridi
ja'e	cmavo			   	BAI      	jalge modal, 1er argumento                            con resultado ...; resultando por lo tanto ...
ja'i	cmavo			   	BAI      	javni modal, 1er argumento (según estándar 1)         ordenadamente; según regla ...
jai	cmavo   	-jax-		   	JAI      	convierte posición modal (preposicionada) en 1er argumento; el 1er argumento se mueve a la posición FA adicional 	Ver también {fai}.
jaica	cmavo-compound			   	SE*      	convierte posición de tiempo verbal en 1er argumento; el anterior 1er argumento se mueve a posición adicional	 Ver también {fai}.
jaigau	cmavo-compound			   	SE*      	hace x_1 el agente de un bridi; el anterior 1er argumento se mueve a posición adicional (fai)
jaivi	cmavo-compound			   	SE*      	convierte posición de locación en 1er argumento; el anterior 1er argumento se mueve a posición adicional (fai	)
ja'o	cmavo			   	UI2      	evidencial: conclusión	Ver también {selni'i},  {ni'ikri}.
