berti	gismu   	-ber-		      	x_1 zunle x_2 lo solnuntolcanci noi stuna .i x_1 to'e snanu x_2	{zunle} .i {snanu} .i {stici} .i {stuna} .i {farna} .i {solnuntolcanci}
besna	gismu   	-ben-		      	x_1 pagbu lo ralju ciste be lo nirna be x_2 gi'e se vasru lo stedu gi'e jitro lo menli jo'u xadni nu tarti	{pagbu}; {ralju}; {ciste}; {nirna}; {stedu}; {jitro}; {menli}; {xadni}; {tarti}
betfu	gismu   	-bef-   	-be'u-	      	x_1 midju pagbu lo xadni be x_2 gi'e vasru lo stomaxu jo'u lo canti  	{midju}; {pagbu}; {xadni}; {vasru}; {stomaxu}; {canti}
bevri	gismu   	-bev-   	-bei-	      	x_1 jgari ja se cpana ja marce x_2 gi'e gasnu lo nu x_2 muvdu x_3 boi x_4 boi x_5
bikla	gismu   	-bik-		      	x_1 vlile je suksa fi lo ka muvdu
bilga	gismu   	-big-		      	lo nu x_1 zukte ja ckaji x_2 cu sarcu lo nu x_1 tinbe x_3 noi flalu ja javni ja marde .i x_3 se jalge lo nu x_1 na zifre lo ka na zukte ja ckaji x_2	{sarcu}; {tinbe}; {flalu}; {javni}; {marde}; {zifre}
bilma	gismu   	-bi'a-		      	x_1 na'e kanro gi'e jarco x_2 noi jalge x_3 noi nu spofu fa lo rango ja pagbu be lo xadni be x_1	{kanro}; {jarco}; {jalge}; {spofu}; {rango}; {pagbu}; {xadni}; {mikce}; {spita}; {senci}; {kafke}
bilni	gismu   	-bil-		      	x_1 se jursa lo ka te ganzu fi x_2 kei te zu'e x_3 noi mu'a nu jamna	{jursa}; {ganzu}; {jamna}
bindo	gismu   	-bid-		      	x_1 ckini lo kulnu ja bangu ja cecmu ja natmi pe lo gugde'idu x_2	{kulnu}; {bangu}; {cecmu}; {natmi}; {gugde'idu}; {polno}; {baxso}
binxo	gismu   	-bix-   	-bi'o-	      	x_1 cenba ja'e lo nu x_1 du x_2	{cenba} .i {du}
birje	gismu			      	x_1 xalka selpinxe gi'e se krasi lo fusra gurni be x_2 noi na'o bavmi	{xalka}; {selpinxe}; {krasi}; {fusra}; {gurni}; {bavmi}; {jikru}; {vanju}; {barja}
birka	gismu   	-bir-		      	x_1 gapru ja crane jimca lo xadni be x_2 noi remna ja danlu	{gapru}; {crane}; {jimca}; {xadni}; {remna}; {danlu}
birti	gismu   	-bit-		      	x_1 krici x_2 x_3 gi'e claxu lo ka senpi x_2 x_3	{krici}; {senpi}; {jinvi}; {djuno}; {sruma}; {smadi}
bisli	gismu   	-bis-		      	x_1 ba'o dunja gi'e sligu x_2 noi na'o djacu	{dunja}; {sligu}; {djacu}; {bratu}; {snime}
bitmu	gismu   	-bim-   	-bi'u-	      	x_1 te sepli x_2 x_3 gi'e na ka'e se pagre .i x_1 to'e vorme x_2 x_3	{sepli}; {pagre}; {vorme}; {canko}; {korbi}
blabi	gismu   	-lab-		      	x_1 skari lo'e cnino snime .a lo'e ladru .a lo'e gusni poi mixre ji'ipirosi'e lo'e boxna clani poi ka'e se viska be lo'e remna	{skari}; {snime}; {ladru}
blanu	gismu   	-bla-		      	x_1 skari lo'e klina tsani .a lo'e gusni poi jbini lo'e crino ku joi lo'e zirpu le ka boxna clani	{skari}
bolci	gismu   	-bol-   	-boi-	      	x_1 marji x_2 gi'e se sefta lo gunma be lo ro mokca poi se kampu lo ni darno lo midju be x_1	{marji}; {sefta}; {gunma}; {mokca}; {kampu}; {darno}; {midju}; {cukla}; {bidju}; {gunro}; {slanu}; {konju}; {bliku}
bongu	gismu   	-bog-   	-bo'u-	      	x_1 pagbu lo greku be lo xadni be x_2	{pagbu}; {greku}; {xadni}
botpi	gismu   	-bot-   	-bo'i-	      	x_1 selbeika'e vautci x_2 noi na'o litki ku'o gi'e marji x_3 gi'e na'o se cnebo gi'e se moklu lo ka'e se gacri	{selbeika'e}; {vautci}; {litki}; {marji}; {cnebo}; {moklu}; {gacri}
boxna	gismu   	-bon-   	-bo'a-	      	x_1 punli ja tolku'o x_2	{punli}; {tolku'o}
bradi	gismu			      	x_1 fapro x_2 gi'e xebni x_2 gi'e djica lo ka daspo ja xrani x_2 .i x_1 to'e pendo x_2	{fapro}; {xebni}; {djica}; {daspo}; {xrani}; {pendo}; {damba}; {jamna}; {gunta}; {jivna}
brano	experimental gismu			      	x_1 blanu pu x_2 .ije x_1 crino ba x_2	{clinu}
bratu	gismu			      	x_1 sligu x_2 gi'e ba'o dunja gi'e carvi fi lo varsenta	{carvi}, {snime}, {sicpi}
brazo	gismu   	-raz-		      	x_1 ckini lo kulnu ja bangu ja cecmu ja natmi pe lo gugdeburu x_2	{kulnu}; {bangu}; {cecmu}; {natmi}; {gugdeburu}; {ketco}; {porto}
bredi	gismu   	-red-   	-bre-	      	x_1 na nitcu lo ka ce'u cenba kei lo ka ce'u renvi x_2	{renvi} .i {cenba} .i {nitcu}
bridi	gismu   	-bri-		      	x_1 jetnu ja jitfa gi'e srana x_3 .i lu'e x_1 jalge lo nu lu'e x_2 tisna lu'e x_3	{jetnu} .i {jitfa} .i {srana} .i {tisna}
brife	gismu   	-bif-   	-bi'e-	      	x_1 vacri gi'e muvdu fi x_2 fi'o nilsutra x_3	{vacri} .i {tcima}
briju	gismu   	-bij-		      	x_1 dinju ja kumfa gi'e stuzi lo nu x_2 gunka	{dinju}; {kumfa}; {stuzi}; {gunka}
brito	gismu   	-rit-		      	x_1 ckini lo kulnu ja bangu ja cecmu ja natmi pe lo gugdegubu x_2	{kulnu}; {bangu}; {cecmu}; {natmi}; {gugdegubu}; {ropno}; {glico}; {skoto}
brivo	experimental gismu			      	x_1 fe x_2 gismu ja lujvo ja fu'ivla gi'e valsi x_3 .i je va'i x_1 fe x_2 fi x_3 selbrivla gi'e nai cmavo be da
broda	gismu   	-rod-		      	pamoi brika'i .i ka'e se snigau sepi'o zo cei	{snigau} {brika'i}; {cei}
brode	gismu   	-bo'e-		      	remoi brika'i .i ka'e se snigau sepi'o zo cei	{snigau} {brika'i}
brodi	gismu			      	cimoi brika'i .i ka'e se snigau sepi'o zo cei	{snigau} {brika'i}; {cei}
brodo	gismu			      	vomoi brika'i .i ka'e se snigau sepi'o zo cei	{snigau} {brika'i}; {cei}
brodu	gismu			      	mumoi brika'i .i ka'e se snigau sepi'o zo cei	{snigau} {brika'i}; {cei}
bruna	gismu   	-bun-   	-bu'a-	      	x_1 nakni gi'e tunba x_2 boi x_3
bunre	gismu   	-bur-   	-bu'e-	      	x_1 skari lo dertu .a lo tricu pilka	{skari}; {dertu}; {tricu}; {pilka}
burna	gismu			      	x_1 cinmo lo ka to'e kufra je se cfipu je se raktu je xanka x_2	{cinmo}; {kufra}; {cfipu}; {raktu}; {xanka}
cabna	gismu   	-cab-		      	x_1 dunli x_2 le ka ce'u fasnu ca makau
cacra	gismu			      	x_1 klani x_2 lo ka lo xo kau boi fi'u re vo si'e be lo djedi cu ditcu ke'a 	{klani}; {djedi}; {ditcu}; {mentu}; {snidu}
cadzu	gismu   	-dzu-		      	x_1 litru x_2 x_3 noi tuple x_1 ku'o ta'i lo nu ro roi ku su'o mu no ce'i lo tuple cu pencu lo loldi	{litru}; {tuple}; {pencu}; {loldi}
cafne	gismu   	-caf-		      	x_1 rapli li so'i gi'e fadni lo ka fasnu	{rapli}; {so'i}; {fadni}; {fasnu}
cakla	gismu			      	x_1 se zmadu fi lo te zalvi be lo tsiju be la'o jutsi Theobroma cacao jutsi	{zmadu}; {zalvi}; {tsiju}; {ckafi}
calku	gismu   	-cak-		      	x_1 jdari gacri x_2 ma'e x_3	{jdari}, {gacri}, {ma'e}, {pilka} 
canci	gismu			      	x_1 sisti lo nu x_1 zvati x_2 i x_1 co'u se viska fi x_2
cando	gismu   	-cad-		      	x_1 zukte no vajni .i x_1 to'e ke zukcfu be da	srana fa zo {zukcfu}
cange	gismu   	-cag-		      	x_1 tumla x_2 gi'e se kurji x_3 gi'e cupra x_4	{tumla} .i {kurji} .i {cupra}
canja	gismu   	-caj-		      	joi gi x_1 cpacu x_3 boi x_4 gi x_4 cpacu x_2 boi x_1
canko	gismu   	-ca'o-		      	x_1 kevna lo sefta be x_2 noi mu'a bitmu gi'a dinju gi'a stura	{kevna}; {sefta}; {vorme}; {kalri}; {ganlo}; {bitmu}; {dinju}; {stura}
canlu	gismu   	-cal-   	-ca'u-	      	x_1 mucti gi'e se zvati je vasru je culno x_2	{mucti}; {zvati}; {vasru}; {culno}
canpa	gismu   	-cna-		      	x_1 tutci lo ka ve kakpa x_2	{tutci}; {kakpa}; {guska}
canre	gismu   	-can-		      	x_1 cmalu bidju be lo rokci be x_2	{cmalu}; {bidju}; {rokci}
carmi	gismu   	-cam-   	-cai-	      	x_1 mutce x_2 fi'o ganse x_3 .i x_1 to'e kandi x_2 x_3	{mutce}; {ganse}; {kandi}
carna	gismu   	-car-		      	x_1 se jendu x_2 fau lo nu binxo lo se farna be x_3	{jendu}; {binxo}; {farna}; {gunro}
carvi	gismu   	-cav-		      	x_1 ru'i farlu x_2 x_3	{farlu}; {ranji}; {bratu}; {dilnu}; {santa}; {snime}; {tcima}; {bisli}; {bumru}; {flecu}
casnu	gismu   	-snu-		      	x_1 simxu lo ka ce'u ce'u tavla x_2 da	srana fa zo {simxu} .e zo {tavla}
catke	gismu   	-ca'e-		      	x_1 danre x_2 lo ka muvdu to'o x_1 .i x_1 to'e lacpu x_2	{danre}; {muvdu}; {to'o}; {lacpu}
catlu	gismu   	-cta-		      	x_1 selfa'agau lo kanla x_2 te zu'e lo ka viska je zgana x_2	{kanla} .i {selfa'agau} ,i {viska} .i {zgana}
catni	gismu   	-ca'i-		      	x_1 vlipa lo ka zukte ja ckaji x_2 kei ji'u x_3	{vlipa}; {jicmu}; {pajni}; {jdice}; {minde}; {jitro}; {pulji}; {turni}
catra	gismu			      	x_1 gasnu lo nu x_2 mrobi'o kei ta'i x_3	{gasnu}; {mrobi'o}; {tadji}
caxno	gismu   	-cax-		      	x_1 cmalu x_2 noi farna x_1 boi x_3 ku'o x_4
cecla	gismu   	-cel-   	-ce'a-	      	x_1 gasnu ja bapli lo nu x_2 cliva x_1	{gasnu}; {bapli}; {cliva}; {renro}; {sputu}; {danti}; {jakne}; {jbama}
cecmu	gismu   	-cem-   	-ce'u-	      	x_1 gunma x_2 noi se kampu lo ka xabju ja se kulnu ja se cinri ma kau	{gunma}; {kampu}; {xabju}; {kulnu}; {cinri}
cenba	gismu   	-cne-		      	x_1 binxo lo frica be x_1 bei x_2 se la'u x_3 .i x_1 zenba ja jdika x_2 x_3	{binxo}; {frica}; {zenba}; {jdika}; {stodi}; {zasni}
centi	gismu   	-cen-		      	x_1 klani li gei ni'u re x_2	{klani}; {decti}; {dekto}; {femti}; {gigdo}; {gocti}; {gotro}; {gradu}; {kilto}; {megdo}; {mikri}; {milti}; {nanvi}; {petso}; {picti}; {terto}; {xatsi}; {xecto}; {xexso}; {zepti}; {zetro}
cerda	gismu   	-ced-		      	x_1 cpacu x_2 x_3 noi lidne x_1 ku'o ja'i x_4	{cpacu}; {lidne}; {javni}
cerni	gismu   	-cer-		      	x_1 pagbu x_2 noi djedi ku'o gi'e temci lo solnuntolcanci lo dormidju gi'e se stuzi x_3	{pagbu}; {djedi}; {temci}; {solnuntolcanci}; {dormidju}; {stuzi}; {donri}; {nicte}; {vanci}; {murse}
certu	gismu   	-cre-		      	x_1 mutce lo ka se slabu je kakne x_2	{mutce}; {slabu}; {kakne}
cevni	gismu   	-cev-   	-cei-	      	x_1 traji lo ka se sinma x_2 noi krici lo du'u x_1 turni ja jitro x_2	{traji}; {sinma}; {krici}; {turni}; {jitro}
cfari	gismu   	-cfa-		      	lo krasi be x_1 noi fasnu cu binxo lo zasti	{krasi}; {fasnu}; {binxo}; {zasti}
cfika	gismu   	-fik-   	-fi'a-	      	x_1 prosa ja pemci ja skina x_2 noi xanri je nai fatci ku'o x_3 .i x_1 srana x_2 noi xanri je nai fatci gi'e se finti x_3 	{prosa}; {pemci}; {skina}; {xanri}; {fatci}; {srana}; {finti}
cfila	gismu   	-cfi-		      	x_1 se ckaji x_2 ja'e x_3 noi krinu lo nu x_2 na prane	{ckaji}; {jalge}; {krinu}; {prane}
cfipu	gismu   	-fi'u-		      	x_1 jai se jalge lo nu x_2 na'e birti ja na'e jimpe kei fai x_3	{jalge}; {birti}; {jimpe}; {pluja}
ciblu	gismu   	-blu-		      	x_1 litki gi'e flecu lo ralju ke naxle ciste pe lo xadni be x_2	{litki}; {flecu}; {ralju}; {naxle}; {ciste}; {xadni}
cicna	gismu			      	x_1 skari lo mixre be lo blanu jo'u lo crino	{skari}; {mixre}; {blanu}; {crino}
cidja	gismu   	-dja-		      	x_1 se pilno x_2 lo ka citka gi'e stali lo ka jmive kei gi'e te sabji lo nejni gi'e banro	{pilno}; {citka}; {stali}; {jmive}; {sabji}; {nejni}; {banro}
cidni	gismu   	-cid-		      	x_1 pagbu x_2 gi'e se jonsi'u lo re pagbu be x_2 noi mu'a galtu'e jo'u dzitu'e gi'a galbirka jo'u dzibirka	{pagbu}; {jonsi'u}; {galtu'e}; {dzitu'e}; {galbirka}; {dzibirka}
cidro	gismu   	-dro-		      	x_1 skacau je pancau je jelka'e gapci gi'e te sumji lo kijno lo djacu gi'e traji lo ka linto kei lo cmuxu'i gi'e se sinxa zo'oi H	{skacau}; {pancau}; {jelka'e}; {gapci}; {sumji}; {kijno}; {djacu}; {traji}; {linto}; {cmuxu'i}; {sinxa}
cifnu	gismu   	-cif-		      	x_1 mutce lo ka citno kei gi'e cmima x_2 noi jutsi	{mutce}; {citno}; {cmima}; {jutsi}; {verba}; {makcu}
cigla	gismu   	-cig-		      	x_1 cupra x_2 gi'e selci ja slegunma ja rango x_3	{cupra}; {selci}; {slegunma}; {rango}
cikna	gismu   	-cik-		      	x_1 na'e sipna gi'e sanji lo vanbi be x_1	{sipna}; {sanji}; {vanbi}
cikre	gismu			      	x_1 gasnu lo nu x_2 di'a tolpo'u x_3	srana fa zo {tolpo'u} .e zo {spofu}
ciksi	gismu   	-cki-		      	x_1 troci lo ka gasnu lo nu x_2 te jimpe fi x_3 kei kei lo ka skicu x_2 x_3 x_4	{troci}; {gasnu}; {jimpe}; {skicu}; {tavla}
cilmo	gismu   	-cim-		      	x_1 se gacri ja ba'o cokcu x_2 noi litki .i x_1 to'e sudga x_2	{gacri}; {cokcu}; {litki}; {sudga}
cilre	gismu   	-cli-		      	x_1 cpacu lo ka djuno x_2 x_3 kei x_4 ta'i x_5	{cpacu}; {djuno}; {tadji}; {tadni}; {ctuca}; {ckule}; {facki}
cilta	gismu   	-cil-		      	x_1 mutce lo ka jarki je cinla kei slanu x_2	{mutce}; {jarki}; {cinla}; {slanu}
cimde	gismu			      	x_1 se ckaji x_2 gi'e ka'e te klani fi x_2 gi'e ka'e ve merli x_2	{ckaji}; {klani}; {merli}
cinba	gismu			      	x_1 pencu x_2 lo ctebi x_3
cindu	gismu			      	x_1 jdari mudri tricu x_2 noi jutsi la'o jutygunma Quercus jutygunma	{jdari}; {mudri}; {tricu}; {jutsi}
cinfo	gismu			      	x_1 bramlatu x_2 noi jutsi la'o jutsi Panthera leo jutsi gi'e se krasi lo friko jo'u lo snanu xadzo gi'e se rebla se jipno be lo krebakfu .i lo nakni cu se ne'okre lo barda	{bramlatu}; {krebakfu}; {ne'okre}; {mlatu}; {tirxu}
cinje	gismu   	-cij-		      	x_1 cmalu skuro ja tolku'o x_2	{cmalu}; {skuro}; {tolku'o}; {cfila}; {fenra}
cinla	gismu			      	x_1 cmalu x_2 noi cmarai cimde x_1 ku'o x_3
cinmo	gismu   	-cni-		      	x_1 lifri x_2 noi se frati lo menli be x_1 x_3	{lifri}; {frati}; {menli}; {cumla}; {jilra}; {nelci}; {ckeji}; {jgira}; {kecti}; {kufra}; {manci}; {prami}; {zungi}; {badri}; {burna}; {gleki}
cinri	gismu   	-ci'i-		      	x_1 ralte lo ka se jundi ja se kucli x_2	{ralte}; {jundi}; {kucli}; {manci}; {zdile}
cinse	gismu   	-cin-		      	x_1 ckaji ja tarti x_2 noi srana lo te jorne be lo se djica ja pluka be lo xadni lo nu prami ja jbijikca	{ckaji}; {tarti}; {srana}; {jorne}; {djica}; {pluka}; {xadni}; {prami}; {jbijikca}
cipni	gismu   	-cpi-		      	x_1 glaselblu je selna'i bogda'u x_2 .i lo xadni be x_1 cu se gacri lo pimlu .i lo cifnu cu jbena ne'i lo se calku sovda	{glaselblu}; {selna'i}; {bogda'u}; {xadni}; {gacri}; {pimlu}; {cifnu}; {jbena}; {calku}; {sovda}; {datka}; {gunse}; {jipci};  {xruki}
cipra	gismu   	-cip-		      	x_1 tadji lo nu pajni lo du'u xu kau x_2 se ckaji x_3	{tadji}; {pajni}; {ckaji}
cirko	gismu   	-cri-		      	x_1 fliba lo ka ralte x_2 kei bu'u x_3 .i x_1 binxo lo claxu be x_2 bu'u x_3	{fliba}; {ralte}; {binxo}; {claxu}; {sisku}; {tolcri}; {jinga}; {facki}
cirla	gismu			      	x_1 sligu ja pesxu cidja gi'e se krasi lo ladru be x_2	{sligu}; {pesxu}; {cidja}; {krasi}; {ladru}
ciska	gismu   	-ci'a-		      	x_1 gasnu lo nu x_2 noi na'o se smuni ja sinxa cu barna ja ba'armo'a x_3  	{gasnu}; {smuni}; {sinxa}; {barna}; {ba'armo'a}
cisma	gismu			      	x_1 se flira lo sinxa be lo nu x_1 gleki ja zanru ja se zdile bei fau lo nu lafti lo jipno be lo moklu	{flira}; {sinxa}; {gleki}; {zanru}; {zdile}; {lafti}; {jipno}; {moklu}
ciste	gismu   	-ci'e-		      	x_1 stura x_2 gi'e ja'e bo ckaji x_3	{stura}; {ckaji}
citka	gismu   	-cti-		      	x_1 setca x_2 noi cidja x_1 ku'o lo moklu be x_1 gi'e marxa je tunlo x_2	{setca}; {cidja}; {moklu}; {marxa}; {tunlo}: {pinxe}
citno	gismu   	-cit-   	-ci'o-	      	x_1 tordu lo ka ma kau temci lo nu ce'u jbena kei lo cabna .i x_1 to'e laldo	{tordu}; {temci}; {jbena}; {cabna}; {laldo}; {cnino}
citri	gismu   	-cir-		      	x_1 lisri lo gunma be lo pu fasnu poi srana x_2 ku'o x_3	{lisri}; {gunma}; {fasnu}; {srana}
civla	gismu   	-civ-		      	x_1 blusakci je na'ircau cinki x_2	{blusakci} .i {na'ircau} .i {cinki}
cizra	gismu   	-ciz-		      	x_1 frica lo se kanpe be x_2 x_3	{frica}; {kanpe}; {fange}; {rirci}; {fadni}
ckafi	gismu   	-kaf-		      	x_1 litki gi'e se jukpa fi lo ka gasnu lo nu lo dembi be x_2 noi na'o tricu la'o jutygunma Coffea jutygunma cu jinru je runta lo djacu 	{litki}; {jukpa}; {gasnu}; {dembi}; {jinru}; {runta}; {djacu}
ckaji	gismu   	-kai-		      	x_1 sumti x_2 ja'e lo jetnu .i x_2 se sumti pa da	{sumti} .i {jetnu} .i {ckini}
ckana	gismu   	-cka-		      	x_1 nilce fi lo ka x3 vreta ce'u kei gi'e te marji fi x_2
ckape	gismu   	-cap-		      	x_1 kakne lo ka xrani x_2	{kakne}; {xrani}
ckeji	gismu   	-kej-   	-cke-	      	x_1 cinmo lo ka burna ja na'e se pluka lo nu x_1 zukte ja ckaji x_2 .i x_1 to'e jgira x_2	{cinmo}; {burna}; {pluka}; {zukte}; {ckaji}; {jgira}
ckiku	gismu   	-kik-		      	x_1 tutci lo ka mapti x_2 noi stela ku'o gi'e ga'orgau gi'a kargau lo se stela be x_2	{tutci}; {mapti}; {stela}; {ga'orgau}; {kargau}
ckilu	gismu   	-ci'u-		      	x_1 manri x_2 lo nu karbi lo klani lo gradu x_2	{manri}, {karbi}, {klani}, {gradu}
ckini	gismu   	-ki'i-		      	x_1 fa'u x_2 sumti x_3 lo pa moi fa'u lo re moi ja'e lo jetnu .i x_3 se sumti re da	{sumti} .i {ckaji} .i {srana}
ckire	gismu   	-kir-		      	x_1 cinmo lo zabna x_2 ja'e lo nu x_2 zukte ja ckaji x_3 noi xamgu ja prali ja pluka ja se zanru ja se sinma x_1	{cinmo}; {zabna}; {zukte}; {ckaji}; {xamgu}; {prali}; {pluka}; {zanru}; {sinma}
ckule	gismu   	-kul-   	-cu'e-	      	x_1 dinju ja stuzi lo nu ctuca fo x_2 fe x_3 kei gi'e se jitro x_4	srana fa zo {cilre} .e zo {tadni} .e zo {ctuca} .e zo {djuno} .e zo {dinju} .e zo {verba}
cladu	gismu   	-lau-		      	x_1 tsali le ka ka'e se tirna bu'u x_2 kei x_3	{tsali}; {tirna}; {savru}; {sance}
clani	gismu   	-cla-		      	x_1 barda x_2 noi brarai cimde x_1 ku'o x_3 
claxu	gismu   	-cau-		      	x_1 na ckaji x_2	mabla lo ka na ckaji (= {malclaxu}), zabna lo ka na ckaji (= {zanclaxu})
clinu	experimental gismu			      	x_1 crino pu x_2 .ije x_1 blanu ba x_2	{brano}
clira	gismu   	-lir-		      	x_1 cabna ja purci lo tolfa'o be lo tcaci ja se kanpe temci .i x_1 to'e lerci	{cabna}; {purci}; {tolfa'o}; {tcaci}; {kanpe}; {temci}; {lerci}
cliva	gismu   	-liv-   	-li'a-	      	x_1 sisti lo nu x_1 zvati x_2 kei fe'e ca'o x_3 i x_1 muvdu zi'o x_2 boi x_3
clupa	gismu   	-cup-		      	x_1 dasri ja skori ja cilta ja linsi x_2 .i je lo fanmo be x_1 cu jorne lo tolfa'o be x_1	{dasri}; {skori}; {cilta}; {linsi}; {fanmo}; {jorne}; {tolfa'o}
cmaci	gismu			      	x_1 saske x_2 noi se ki'irsi'u be lo namcu .a lo se klani .a lo tarmi	{saske}; {ki'irsi'u}; {namcu}; {klani}; {tarmi}; {mekso}
cmalu	gismu   	-cma-		      	x_1 mleca lo cnano be x_2 bei x_3 be'o x_2 noi cimde x_1
cmavo	gismu   	-ma'o-		      	x_1 cmima x_2 noi gerna klesi gi'e stura valsi x_3 .i x_1 na'e brivla je na'e cmevla valsi	{cmima}; {gerna}; {klesi}; {stura}; {valsi}; {brivla}; {cmevla}
