bapli	gismu   	-bap-   	-bai-	      	x_1 [erő] (ka) [sikeresen] kikényszeríti x_2 eseményt; x_1 megnyilvánulásra készteti x_2 tulajdonságot	(Lásd még: {fanta}, {rinju}, {jimte}, {jitro}, {rinka}, {krinu}, {zukte}, {randa}, {danre}, {marxa}, {tinsa}, {xarnu})
barda	gismu   	-bra-		      	x_1 nagy méretű x_2 méretében x_3-hoz képest/x_3 mérce szerint	(Lásd még: {banli}, {clani}, {ganra}, {condi}, {plana}, {cmalu}, {rotsu}, {banro}, {xanto})
bargu	gismu   	-bag-		      	x_1 egy (bolt)ív / átível x_2 tárgy/pont/tér fölött/körül, x_3 anyagból	Használatos „(kör)ív” értelemben is (Lásd még: {cripu}, {kruvi}, {korcu}, {condi})
barja	gismu			      	x_1 egy kocsma/vendéglő/bisztró x_2 kínálattal, x_3 vendégeknek	(Lásd még: {gusta}, {birje}, {jikru}, {sanmi}, {vanju}, {xotli}, {ckafi}, {pinxe})
barna	gismu   	-ba'a-		      	x_1 egy folt/paca x_2-n, x_3 anyagból	(Lásd még: {sinxa}, {pixra}, {ciska}, {prina})
bartu	gismu   	-bar-		      	x_1 kívül van x_2-n	(Lásd még: {jibni}, {nenri}, {sruri}, {lamji}, {korbi}, {calku}, {vasru})
basna	gismu			      	x_1 hangsúlyozza/megnyomja x_2-t x_3 miatt/okból	(Lásd még: {pandi})
basti	gismu   	-bas-		      	x_1 helyettesíti/pótolja x_2-t / helyet cserél x_2-vel x_3 körülmények között	(Lásd még: {binra})
batci	gismu   	-bat-		      	x_1 megharapja/megcsípi x_2-t x_3 ponton, x_4-vel	(Lásd még: {cinza}, {denci}, {jgalu}, {guska}, {citka})
batke	gismu			      	x_1 egy gomb/kilincs/fogantyú x_2-n, x_3 célra, x_4 anyagból	(Lásd még: {jadni}, {balji}, {punji}, {jgari}, {lasna})
bavmi	gismu			      	x_1 bizonyos mennyiségű árpamag az x_2 fajból/fajtából	(Lásd még: {gurni})
baxso	gismu			      	x_1 maláj-indonéz kultúrát/nyelvet/származást tükröz x_2 tekintetben	(Lásd még: {meljo}, {bindo})
bebna	gismu   	-beb-		      	x_1 hülye/ostoba/bolond x_2 helyzetben/cselekedetben/tulajdonságban	(Lásd még: {fenki}, {xajmi}, {prije}, {fliba})
bemro	gismu   	-bem-   	-be'o-	      	x_1 észak-amerikai kultúrát/nemzetiséget/hovatartozást tükröz x_2 tekintetben	(Lásd még: {merko}, {kadno}, {xispo}, {mexno})
bende	gismu   	-bed-   	-be'e-	      	x_1 egy csapat/társaság/banda x_2 tagokkal (teljes lista), x_3 vezetővel, x_4 célból alapítva	(Lásd még: {gunma}, {girzu}, {dansu}, {jatna}, {jitro}, {kagni}, {kamni}, {minde}, {ralju}, {cecmu}, {gidva})
bengo	gismu   	-beg-		      	x_1 bengáli/bangladesi kultúrát/nemzetiséget/nyelvet tükröz x_2 tekintetben	(Lásd még: {xindo})
benji	gismu   	-bej-   	-be'i-	      	x_1 elküldi x_2-t [tárgy] x_3-hoz, x_4 származási helyről, x_5 úton/módon	Nem feltétlenül utal teljes elszakadásra a származási helytől, használható „megoszt” értelemben is (Lásd még: {muvdu}, {dunda}, {mrilu}, {nirna}, {xruti}, {cradi}, {tivni}, {preja}, {bevri}, {mrilu}, {tcana})
bersa	gismu   	-bes-   	-be'a-	      	x_1 egy/a fia x_2 szülő(k)nek	Nem feltétlenül utal biológiai rokonságra (Lásd még: {verba}, {nanla}, {nakni}, {nanmu}, {patfu}, {mamta}, {bruna}, {rirni}, {rorci}, {panzi}, {tixnu})
berti	gismu   	-ber-		      	x_1 az északi oldala x_2-nek/északra van x_2-től x_3 viszonyítási rendszerben	(Lásd még: {snanu}, {stici}, {stuna}, {farna})
besna	gismu   	-ben-		      	x_1 egy/az agya/esze x_2-nek	(Lásd még: {menli}, {stedu}, {rango}, {pensi})
betfu	gismu   	-bef-   	-be'u-	      	x_1 egy/a hasa/alteste/potroha x_2-nek	(Lásd még: {cutne}, {livga}, {canti})
betri	gismu   	-bet-		      	x_1 egy szerencsétlenség/tragédia/katasztrófa x_2 számára	(Lásd még: {badri}, {xlali}, {morsi}, {binra})
bevri	gismu   	-bev-   	-bei-	      	x_1 viszi/cipeli/szállítja x_2 rakományt x_3-ba, x_4-ből, x_5 úton	(Lásd még: {marce}, {muvdu}, {benji}, {klama})
bidju	gismu			      	x_1 egy szemcse/kavics/morzsa x_2 anyagból	(Lásd még: {bolci}, {canre}, {lakse}, {dirgo})
bifce	gismu   	-bic-		      	x_1 egy méh/darázs [Aculeata alrend] az x_2 fajból/fajtából	(Lásd még: {cinki}, {sfani}, {lakse})
bikla	gismu   	-bik-		      	x_1 csap/rándul egyet [hirtelen heves mozdulatot tesz]	(Lásd még: {skori}, {darxi})
bilga	gismu   	-big-		      	x_1 köteles/kénytelen x_2 lenni / megtenni x_2-t x_3 törvény/megállapodás szerint	(Lásd még: {zifre}, {fuzme})
bilma	gismu   	-bi'a-		      	x_1 beteg x_2 tünetekkel, x_3 betegséggel	(Lásd még: {kanro}, {mikce}, {spita}, {senci}, {kafke}, {binra})
bilni	gismu   	-bil-		      	x_1 katonai/nagyon fegyelmezett/szervezett/felkészített x_2 rendszer által, x_3 célra	(Lásd még: {jenmi}, soci, {ganzu}, {pulji})
bindo	gismu   	-bid-		      	x_1 indonéz kultúrát/nemzetiséget/nyelvet tükröz x_2 tekintetben	(Lásd még: {meljo}, {baxso})
binra	gismu			      	x_1 biztosítja x_2-t [személy] x_3 veszély [esemény] ellen, x_4 előny(öke)t nyújtva	(Lásd még: {bandu}, {cirko}, {betri}, {basti}, {bilma})
binxo	gismu   	-bix-   	-bi'o-	      	x_1 átváltozik/átalakul x_2-vé, x_3 körülmények között	(Lásd még: {cenba}, {galfi}, {stika}, {zasni})
birje	gismu			      	x_1 bizonyos mennyiségű sör (-t tartalmaz), x_2-ből főzve	(Lásd még: {pinxe}, {barja}, {jikru}, {vanju}, {xalka}, {fusra})
birka	gismu   	-bir-		      	x_1 egy/a karja x_2-nek	(Lásd még: {jimca}, {janco}, {xance}, {rebla})
birti	gismu   	-bit-		      	x_1 biztos/bizonyos/meg van győződve x_2 igazságában	(Lásd még: {jetnu}, {jinvi}, {krici}, {djuno}, {senpi}, {sruma})
bisli	gismu   	-bis-		      	x_1 bizonyos mennyiségű jég (-et tartalmaz/-ből készült), x_2 összetétellel/anyagból	(Lásd még: {kunra}, {runme}, {lenku}, {krili}, {bratu}, {snime}, {carvi})
bitmu	gismu   	-bim-   	-bi'u-	      	x_1 egy fal, amely elválasztja x_2-t és x_3-t, x_4 építményben/szerkezettel	(Lásd még: {jbini}, {sepli}, {fendi}, {canko}, {drudi}, {kumfa}, {loldi}, {senta}, {snuji}, {pagre}, {gacri}, {kuspe}, {marbi}, {vorme})
blabi	gismu   	-lab-		      	x_1 fehér/nagyon világos színű	(Lásd még: {skari}, {xekri}, {grusi}, {kandi}, {manku}, {carmi}, {bakri}, {blanu}, {bunre}, {cicna}, {crino}, {narju}, {nukni}, {pelxu}, {xunre}, {zirpu})
blaci	gismu			      	x_1 bizonyos mennyiségű üveg (-et tartalmaz/-ből készült), x_2 összetétellel	(Lásd még: {kabri})
blanu	gismu   	-bla-		      	x_1 kék színű	(Lásd még: {skari}, {blabi}, {xekri}, {zirpu}, {kandi}, {carmi}, {cicna})
bliku	gismu   	-bli-		      	x_1 egy [valóságos] test x_2 anyagból, x_3 határolólapokkal	(Lásd még: {tapla}, {kubli}, {tanbo}, {canlu}, {kojna}, {sefta}, {bolci}, {kurfa}, {tarmi})
bloti	gismu   	-lot-   	-blo-   	-lo'i-      	x_1 egy hajó/bárka/csónak x_2 szállítására, x_3 meghajtással	(Lásd még: {falnu}, {fulta}, {marce}, {jatna}, {sabnu})
bolci	gismu   	-bol-   	-boi-	      	x_1 egy labda/golyó/gömb [kerek tárgy] x_2 anyagból	(Lásd még: {bliku}, {cukla}, {bidju}, {gunro})
bongu	gismu   	-bog-   	-bo'u-	      	x_1 egy csont, amely x_2 feladatot lát el x_3 testében	(Lásd még: {greku}, {denci}, {jirna}, {sarji})
botpi	gismu   	-bot-   	-bo'i-	      	x_1 egy palack/(befőttes)üveg/urna [zárható edény] x_2 tárolására, x_3 anyagból, x_4 fedéllel/kupakkal	(Lásd még: {baktu}, {lante}, {patxu}, {tansi}, {tanxe}, {vasru}, {gacri})
boxfo	gismu   	-bof-   	-bo'o-	      	x_1 egy lepedő/(papír)lap/fólia [térben hajlékony síklap] x_2 anyagból	(Lásd még: {plita}, {cinje}, {polje}, {slasi}, {tinci})
boxna	gismu   	-bon-   	-bo'a-	      	x_1 egy hullám [ismétlődő minta] x_2 közegben, x_3 hullámformával, x_4 hullámhosszal, x_5 rezgésszámmal	(Lásd még: {slilu}, {dikni}, {cinje}, {polje}, {morna}, {canre})
bradi	gismu			      	x_1 egy ellensége/rosszakarója/ellenfele/vetélytársa x_2-nek x_3 küzdelemben	(Lásd még: {damba}, {jamna}, {darlu}, {pendo}, {fapro}, {gunta}, {sarji}, {jivna}, {jinga})
bratu	gismu			      	x_1 jégeső/szilárd csapadék x_2 anyagból/összetétellel	A szó magát a csapadékot jelöli, nem az időjárást („eső”: {carvi}) (Lásd még: {carvi}, {snime}, {bisli}, {tcima})
brazo	gismu   	-raz-		      	x_1 brazil/brazíliai kultúrát/nemzetiséget/nyelvet tükröz x_2 tekintetben	(Lásd még: {porto}, {ketco})
bredi	gismu   	-red-   	-bre-	      	x_1 felkészült x_2 eseményre	(Lásd még: {spaji}, {jukpa})
bridi	gismu   	-bri-		      	x_1 (du'u) hozzárendelő kapcsolat x_2 összefüggés és x_3 bővítmény(ek) között	x_3 bővítmények x_2 összefüggésben állnak egymással az x_1 tőmondatban (Lásd még: {sumti}, {fancu})
brife	gismu   	-bif-   	-bi'e-	      	x_1 egy fuvallat/szellő/szél/szélvész/orkán x_2 irányból, x_3 sebességgel	(Lásd még: {tcima})
briju	gismu   	-bij-		      	x_1 egy iroda/munkahely x_2 dolgozó számára, x_3 helyen	(Lásd még: {jibri}, {gunka})
brito	gismu   	-rit-		      	x_1 brit/egyesült királysági kultúrát/nemzetiséget tükröz x_2 tekintetben	(Lásd még: {glico}, {skoto}, {merko}, {ropno})
bruna	gismu   	-bun-   	-bu'a-	      	x_1 fivére x_2-nek, x_3 szülő(k)/kötelék/hagyomány által	Nem feltétlenül utal biológiai rokonságra (Lásd még: {mensi}, {tunba}, {tamne}, {famti}, {bersa})
budjo	gismu   	-buj-   	-bu'o-	      	x_1 a buddhista kultúrát/vallást/szellemiséget tükrözi x_2 tekintetben	(Lásd még: {latna}, {lijda})
bukpu	gismu   	-buk-   	-bu'u-	      	x_1 bizonyos mennyiségű szövet/kelme/textil/ruhaanyag x_2 típusból/anyagból	(Lásd még: {mapni}, {matli}, {sunla}, {slasi}, {silka})
bumru	gismu   	-bum-		      	x_1 ködös/párás/x_2 folyadék párájával borított	(Lásd még: {djacu}, {carvi}, {danmo}, {lunsa}, {tcima}, {gapci})
bunda	gismu   	-bud-		      	x_1 tömege x_2 helyi [nem metrikus] tömegegység, x_3 rendszerben, x_4 (x_5, x_6, stb.) alegységekkel	x_3 alapesetben az angolszász mértékegységrendszer (Lásd még: {grake}, {junta}, {tilju}, {rupnu}, {fepni}, {dekpu}, {gutci}, {minli}, {merli}, {kramu})
bunre	gismu   	-bur-   	-bu'e-	      	x_1 barna színű	(Lásd még: {skari}, {blabi}, {xekri}, {kandi}, {carmi})
burcu	gismu   	-bru-		      	x_1 egy ecset x_2 célra/felhasználásra, x_3 szőrből	(Lásd még: {komcu}, {pinsi})
burna	gismu			      	x_1 zavarban van/szégyenkezik/kellemetlenül érzi magát x_2 miatt/körülmények között	(Lásd még: {cinmo})
cabna	gismu   	-cab-		      	x_1 egy időben történik/létezik x_2-vel	x_2 alapesetben a téridő-referenciapont („most”) (Lásd még: {zvati}, {balvi}, {purci})
cabra	gismu   	-ca'a-		      	x_1 egy gépezet/készülék/berendezés/felszerelés/műszer x_2 célra, x_3 [cselekvő] által vezérelve	Nem feltétlenül utal automatikára (Lásd még: {tutci}, {minji}, {finti}; {girzu}, {ganzu}, {pilno})
cacra	gismu			      	x_1 időtartama x_2 [alapesetben 1] óra, x_3 mérce szerint	(Lásd még: {junla}, {mentu}, {snidu}, {tcika}, {temci})
cadzu	gismu   	-dzu-		      	x_1 sétál/gyalogol/jár x_2 felületen, x_3 végtagokkal	(Lásd még: {stapa}, {bajra}, {klama}, {litru})
cafne	gismu   	-caf-		      	x_1 esemény gyakran/sűrűn/általában meg szokott történni x_2 mérce szerint	(Lásd még: {rirci}, {fadni}, {kampu}, {rapli}, {krefu}, {lakne})
cakla	gismu			      	x_1 bizonyos mennyiségű csokoládé/kakaó (-t tartalmaz/-ból készült)	(Lásd még: {ckafi})
calku	gismu   	-cak-		      	x_1 egy páncél/tok/héj [kemény védőborítás] x_2 körül, x_3 anyag(ok)ból	(Lásd még: {pilka}, {skapi}, {gacri}, {bartu})
canci	gismu			      	x_1 megszűnik mefigyelhetőnek lenni x_2 helyen x_3 érzékkel	(Lásd még: {cliva}, {ganse}, {zgana}, {lebna}, {vimcu})
cando	gismu   	-cad-		      	x_1 tétlen/nyugalmi állapotban van/inaktív	(Lásd még: {surla})
cange	gismu   	-cag-		      	x_1 egy farm/kisbirtok/tanya/majorság x_2 helyen, x_3 gazda által művelve, x_4 terményekkel	(Lásd még: {purdi}, {nurma}, {ferti}, {foldi}, {xarju})
canja	gismu   	-caj-		      	x_1 elcseréli x_2 árucikket/szolgáltatást x_3-ért x_4 kereskedővel	Lásd a {jdima} szóhoz írt megjegyzést (Lásd még: {dunda}, {friti}, {vecnu}, {zarci}, {jdini}, {pleji}, {jdima}, {jerna}, {kargu}, {banxa}, {cirko}, {dunda}, {janta}, {kargu}, {prali}, {sfasa}, {zivle})
canko	gismu   	-ca'o-		      	x_1 egy ablak/nyílás/portál x_2 falon/épületen/szerkezeten	(Lásd még: {vorme}, {bitmu}, {ganlo}, {murta}, {pagre}, {kevna}, {jvinu}, {kalri}, {kuspe})
canlu	gismu   	-cal-   	-ca'u-	      	x_1 a [legalább háromdimenziós] tér(fogat), amelyet x_2 kitölt/elfoglal	(Lásd még: {kensa}, {bliku}, {kumfa}, {kevna}, {kunti}, {tubnu}, {dekpu})
canpa	gismu   	-cna-		      	x_1 egy ásó/lapát [lapos ásószerszám] x_2 ásására	(Lásd még: {kakpa}, {guska}, {tutci})
canre	gismu   	-can-		      	x_1 bizonyos mennyiségű homok (-ot tartalmaz/-ból készült) x_2 forrásból, x_3 összetétellel	(Lásd még: {bidju}, {rokci}, {zalvi}, {boxna})
canti	gismu			      	x_1 egy/a bele(i)/zsigere(i)/emésztőrendszere x_2-nek	(Lásd még: {betfu})
carce	gismu			      	x_1 egy kocsi/vagon/talicska x_2 szállítására, x_3 meghajtással	(Lásd még: {karce}, {xislu}, {marce}, {matra})
carmi	gismu   	-cam-   	-cai-	      	x_1 élénk/telített/csillogó/intenzív x_2 tulajdonságban, x_3 megfigyelő szerint	(Lásd még: {denmi}, {gusni}, {kandi}, {ruble}, {skari}, {tilju}, {tsali}, {mutce}, {blabi}, {blanu}, {bunre}, {cicna}, {crino}, {grusi}, {narju}, {nukni}, {pelxu}, {xekri}, {xunre}, {zirpu})
carna	gismu   	-car-		      	x_1 forog/pörög/elfordul x_2 tengely körül, x_3 irányban	(Lásd még: {gunro}, {jendu})
cartu	gismu   	-cat-		      	x_1 egy ábra/diagram/térkép x_2-ről, x_3 adatokkal/formában	(Lásd még: {platu})
carvi	gismu   	-cav-		      	x_1 esik/szakad/zuhog/lecsapódik x_2-re x_3-ból; x_1 csapadék	(Lásd még: {bratu}, {dilnu}, {santa}, {snime}, {tcima}, {bisli}, {bumru})
casnu	gismu   	-snu-		      	x_1 csoport megbeszéli/megtárgyalja x_2 témát	(Lásd még: {bacru}, {cusku}, {darlu}, {tavla})
catke	gismu   	-ca'e-		      	x_1 [mint cselekvő] meglöki x_2-t x_3 ponton	(Lásd még: {danre}, {lacpu})
catlu	gismu   	-cta-		      	x_1 megnézi/megvizsgálja x_2-t	(Lásd még: {jvinu}, {minra}, {simlu}, {viska}, {lanli}, {zgana}, {setca}, {viska})
catni	gismu   	-ca'i-		      	x_1-nak törvényes/hivatalos hatalma van x_2 személyek/ügy/tárgykör fölött/-ben, x_3 alapon	(Lásd még: {turni}, {tutra}, {krati}, {jaspu}, {pulji})
catra	gismu			      	x_1 [mint cselekvő] megöli/meggyilkolja x_2-t, x_3 módszerrel	(Lásd még: {morsi}, {xarci})
caxno	gismu   	-cax-		      	x_1 sekély/lapos x_2 tulajdonságban/irányban, x_3 referenciapontból, x_4 mérce szerint	(Lásd még: {condi}, {tordu}, {jarki}, {cinla}, {cmalu}, {jarki}, {jmifa})
cecla	gismu   	-cel-   	-ce'a-	      	x_1 kilövi x_2 lövedéket/rakétát/egyéb tárgyat x_3 meghajtással	(Lásd még: {renro}, {danti}, {jakne}, {jbama}, {spoja})
cecmu	gismu   	-cem-   	-ce'u-	      	x_1 egy közösség/kolónia/társadalom, x_2 tagokkal/élőlényekből	(Lásd még: {bende}, {kulnu}, {natmi}, {tcadu}, {jecta}, {girzu})
cedra	gismu			      	x_1 egy korszak/kor/éra, amelyet x_2 jellemez	(Lásd még: {ranji}, {temci}, {citsi})
cenba	gismu   	-cne-		      	x_1 változik/módosul x_2 tulajdonságában/mennyiségében x_3 mértékben, x_4 körülmények között	(Lásd még: {cenba}, {galfi}, {stika}, {stodi}, {zasni}, {binxo})
censa	gismu   	-ces-		      	x_1 (egy) szent/megszentelt x_2 személy(ek)/csoport/szekta/kultúra/vallás számára	(Lásd még: {cevni}, {krici}, {latna}, {pruxi}, {lijda}, {sinma})
centi	gismu   	-cen-		      	x_1 a százada x_2-nek x_3 méretében/szempontból	(Lásd még: {grake}, {mitre}, {snidu}, {stero}, {delno}, {molro}, {kelvo}, {xampo}, {gradu}, {litce}, {merli}, {decti}, {dekto}, {femti}, {gigdo}, {gocti}, {gotro}, {kilto}, {megdo}, {mikri}, {milti}, {nanvi}, {petso}, {picti}, {terto}, {xatsi}, {xecto}, {xexso}, {zepti}, {zetro})
cerda	gismu   	-ced-		      	x_1 örökli x_2-t x_3-tól, x_4 rendelet/szokás/törvény szerint	(Lásd még: {jgina})
cerni	gismu   	-cer-		      	x_1 a reggel [hajnaltól munkakezdésig terjedő időtartam] x_2 napon, x_3 helyen	(Lásd még: {vanci}, {murse}, {tcika})
certu	gismu   	-cre-		      	x_1 egy szakértője/mestere x_2 műveletnek x_3 mérce szerint	(Lásd még: {djuno}, {stati}, {kakne})
cevni	gismu   	-cev-   	-cei-	      	x_1 egy/az isten(ség)e x_2 személyeknek/vallásnak, aki hatalommal rendelkezik x_3 fölött	(Lásd még: {censa}, {krici}, {lijda}, {malsi})
cfari	gismu   	-cfa-		      	x_1 állapot/esemény/folyamat elkezdődik/megindul	(Lásd még: {sisti}, {krasi}, {fanmo})
cfika	gismu   	-fik-   	-fi'a-	      	x_1 egy kitalált történet/mese/regény x_2 témáról/eseményről, x_3 szerzőtől	(Lásd még: {cukta}, {lisri}, {prosa}, {fatci}, {jitfa}, {jetnu}, {xanri})
cfila	gismu   	-cfi-		      	x_1 egy hiba/hiányosság/tévedés x_2-ben, x_3 következményekkel	(Lásd még: {cikre}, {srera}, {fenra}, {fliba}, {prane})
cfine	gismu			      	x_1 egy ék alakú test/eszköz x_2 anyagból	(Lásd még: {tutci})
cfipu	gismu   	-fi'u-		      	x_1 állapot/helyzet/esemény megzavarja/összezavarja/megtéveszti x_2-t x_3 tulajdonsága miatt	(Lásd még: {pluja}, {cfipu}, {zunti})
ciblu	gismu   	-blu-		      	x_1 a vére/létfontosságú testfolyadéka x_2-nek	(Lásd még: {risna}, {flecu})
cicna	gismu			      	x_1 türkiz/cián/kékeszöld színű	(Lásd még: {skari}, {blabi}, {xekri}, {kandi}, {carmi}, {crino}, {blanu})
cidja	gismu   	-dja-		      	x_1 étel/ennivaló/élelem/táplálék x_2 számára	(Lásd még: {citka}, {nitcu}, {pinxe}, {xagji}, {cpina})
cidni	gismu   	-cid-		      	x_1 egy könyök/térd/csukló [mozgatható ízület] x_2 végtagon, x_3 testében	(Lásd még: {korcu}, {jarco}, {jganu})
cidro	gismu   	-dro-		      	x_1 bizonyos mennyiségű hidrogén (-t tartalmaz/-ból készült)	(Lásd még: {gapci}, {xukmi})
cifnu	gismu   	-cif-		      	x_1 egy csecsemő/újszülött [fiatalságánál/fejletlenségénél fogva gyámoltalan egyed] az x_2 fajból	(Lásd még: {makcu}, {verba})
cigla	gismu   	-cig-		      	x_1 egy mirigy, amely x_2 anyagot választ ki x_3 testében	(Lásd még: {vikmi}, {xasne})
cikna	gismu   	-cik-		      	x_1 ébren/eszméleténél/tudatánál van / éber	(Lásd még: {sanji}, {sipna}, {tatpi})
cikre	gismu			      	x_1 (meg)javítja/rendbe hozza x_2-t x_3 használatra [nem feltétlenül teljesen]	(Lásd még: {cfila}, {spofu})
ciksi	gismu   	-cki-		      	x_1 magyarázza x_2 eseményt/állapotot/tulajdonságot x_3-nak, x_4 magyarázattal	(Lásd még: {cipra}, {danfu}, {jalge}, {jinvi}, {krinu}, {mukti}, {nabmi}, {preti}, {rinka}, {sidbo}, {zukte}, {tavla})
cilce	gismu   	-cic-		      	x_1 vad/betöretlen/szelídítetlen	(Lásd még: {pinfu}, {panpi}, {tarti})
cilmo	gismu   	-cim-		      	x_1 nedves/nyirkos/ázott x_2 folyadéktól	(Lásd még: {litki}, {lunsa}, {sudga})
cilre	gismu   	-cli-		      	x_1 tanul/megtud x_2 tényt x_3 tárgyról, x_4 forrásból/tapasztalat által, x_5 tanulási módszerrel	(Lásd még: {ctuca}, {tadni}, {djuno}, {ckule})
cilta	gismu   	-cil-		      	x_1 egy fonal/drót x_2 anyagból	(Lásd még: {fenso}, {nivji}, {skori}, {silka})
cimde	gismu			      	x_1 egy mérete/kiterjedése/dimenziója x_2 térnek/tárgynak, x_3 modell/szabályok szerint	(Lásd még: {morna}, {ckilu}, {merli}, {manri})
cimni	gismu			      	x_1 végtelen x_2 tulajdonságban/méretben/számosságban, x_3 mértékben	(Lásd még: {vitno}, {renvi}, {munje}, {fanmo}, {sisti})
cinba	gismu			      	x_1 megcsókolja x_2-t x_3 ponton	(Lásd még: {ctebi})
cindu	gismu			      	x_1 egy tölgy [Quercus/Lithocarpus nemzetség] az x_2 fajból/fajtából	(Lásd még: {tricu})
cinfo	gismu			      	x_1 egy oroszlán [Panthera leo] az x_2 alfajból/fajtából	(Lásd még: {mlatu})
cinje	gismu   	-cij-		      	x_1 egy ránc/redő/gyűrődés/hajtás x_2-n	(Lásd még: {korcu}, {polje}, {boxfo}, {boxna})
cinki	gismu			      	x_1 egy ízeltlábú/rovar [Arthropoda törzs/Insecta osztály] az x_2 fajból	(Lásd még: {civla}, {danlu}, {jalra}, {jukni}, {manti}, {sfani}, {toldi}, {bifce})
cinla	gismu			      	x_1 vékony/lapos x_2 irányban/méretben, x_3 mérce szerint	(Lásd még: {rotsu}, {jarki}, {tordu}, {cmalu}, {caxno}, {plana})
cinmo	gismu   	-cni-		      	x_1 érzi x_2 érzelmet/hangulatot x_3 iránt	(Lásd még: {cumla}, {jilra}, {nelci}, {xendo}, {ckeji}, {cortu}, {jgira}, {kecti}, {kufra}, {manci}, {prami}, {steba}, {zungi}, {badri}, {burna}, {gleki})
cinri	gismu   	-ci'i-		      	x_1 érdekli x_2-t/érdekes x_2 számára	(Lásd még: {zdile}, {kucli}, {manci}, {kurji})
cinse	gismu   	-cin-		      	x_1 bizonyos szexualitást/nemi irányultságot mutat x_2 állapotával/cselekedetével, amely irányultság x_3, x_4 norma szerint	(Lásd még: {gletu}, {pinji}, {plibu}, {vibna}, {vlagi})
cinta	gismu			      	x_1 egy festék x_2 színezőanyaggal, x_3 alapanyagban	(Lásd még: {pixra}, {skari})
cinza	gismu			      	x_1 egy csipesz/fogó/egy pár evőpálcika x_2 számára, x_3 megfogására	(Lásd még: {tutci})
