a	cmavo			   	A      	Ett logiskt definierande konjunktiv: sumti eftertänkt eller. 	inklusiv disjunktion (p eller q eller båda), kallas inom datavetenskap ofta för OR. Ibland kallas detta för och/eller i dagligt tal.
du	cmavo   	-dub-   	-du'o-	   	GOhA       	identitets selbri; = tecken; x_1 är identisk med x_2, x_3, etc.; tillhörande sumti refererar till samma sak.
du'a	cmavo			   	FAhA1      	platstempus förhållande/riktning; öst om.
du'e	cmavo			   	PA4      	siffra/nummer: för många; subjektivt.
du'emei	cmavo-compound			   	MOI*      	 definition 	kvantifierar selbri: konverterar för många till kardinal selbri; x_1 är ett set med för många medlemmar x_2.
du'eroi	cmavo-compound			   	ROI*      	tempus intervall modifierare: för många gånger objektivt tempus, tidstempus om inget annat anges.
du'i	cmavo			   	BAI      	dunli modal, 1st place (likvärdig med) lika; lika mycket som...
du'o	cmavo			   	BAI      	djuno modal, 1st place (info källa) med auktoritet; enligt ...; känd av ... 
du'u	cmavo   	-dum-		   	NU      	abstraktor: predikat/bridi abstraktor; x_1 är predikat [bridi] som ges uttryck för i sats x2.
dy	cmavo			   	BY2      	bokstaven (tecknet/fonemet) d.
e	cmavo			   	A      	logiskt konjunktiv: sumti eftertänkt och.
e'a	cmavo			   	UI1      	attitudinal: ger tillåtelse - förbjuder. 
e'anai	cmavo-compound			   	UI*1      	attitudinal: ger tillåtelse - förbjuder.
e'e	cmavo			   	UI1      	attitudinal: kompetens - inkompetens/oförmåga. 
e'enai	cmavo-compound			   	UI*1      	attitudinal: kompetens - inkompetens/oförmåga.
e'i	cmavo			   	UI1      	attitudinal: känner tvång/bundenhet/beroende - osjälvständighet - utmanar/gör motstånd mot tvång/bundenhet/beroende. 
e'icu'i	cmavo-compound			   	UI*1      	attitudinal: känner tvång/bundenhet/beroende - osjälvständighet - utmanar/gör motstånd mot tvång/bundenhet/beroende.
e'inai	cmavo-compound			   	UI*1      	attitudinal: känner tvång/bundenhet/beroende - osjälvständighet - utmanar/gör motstånd mot tvång/bundenhet/beroende.
e'o	cmavo			   	UI1      	attitudinal: efterfråga - negativ efterfråga.	Kan du ta och ..., är du snäll!?
e'onai	cmavo-compound			   	UI*1      	attitudinal: efterfråga - negativ efterfråga.
e'u	cmavo			   	UI1      	attitudinal: förslag - överge förslag - varning.
e'ucu'i	cmavo-compound			   	UI*1      	attitudinal: förslag - överge förslag - varning.
e'unai	cmavo-compound			   	UI*1      	attitudinal: förslag - överge förslag - varning.
ebu	bu-letteral			      		bokstaven e.
ei	cmavo			   	UI1      	attitudinal: förpliktelse - frihet (från förpliktelser). 
einai	cmavo-compound			   	UI*1      	attitudinal: förpliktelse - frihet (från förpliktelser). 
enai	cmavo-compound			   	A*       	logiskt konjunktion: sumti eftertänkt x men inte y.
fa	cmavo			   	FA      	sumti place tag: taggar 1:a sumti placering.
fa'a	cmavo			   	FAhA4      	platstempus förhållande/riktning; kommer fram inför/direkt mot ... 
fa'e	cmavo			   	BAI      	fatne modal, 1st place baklänges; motsatt/omvänt/tvärtom/ut och in av... 
fa'i	cmavo			   	VUhU2      	unär matematisk operator: reciprok/multiplikativt inverterat tal; 1/a.	{pavdalcu}
fa'o	cmavo			   	FAhO      	villkorslös slut på text; utanför gängse grammatik; används för slut i skrivna verk o datorinmatning.
fa'u	cmavo			   	JOI      	icke-logisk konjunktion: respektive; oblandad i ordning fördelad association.
fai	cmavo			   	FA      	sumti place tag: markerar ett sumti som har flyttats utanför numrerad platsstruktur; används i modala konversioner. 
fau	cmavo			   	BAI      	fasnu modal, 1st place (icke-kausal) i den händelse att ... 
fe	cmavo			   	FA      	sumti place tag: taggar 2:a sumti placering.  
fe'a	cmavo			   	VUhU3      	binär matematisk operator: n roten ur; inverterad exponent.
fe'eba'o	cmavo-compound			   	ZAhO*      	plats händelsekontur tempus: perfektiv i rummet; bortom platsen ...
fe'eca'o	cmavo-compound			   	ZAhO*      	plats händelsekontur tempus: kontinuativ i rummet; genom platsen ... 
fe'eco'a	cmavo-compound			   	ZAhO*      	plats händelsekontur tempus: initiativ i rummet; på randen till...
fe'eco'i	cmavo-compound			   	ZAhO*      	plats händelsekontur tempus: uppnått i rummet; på självaste platsen av ... 
fe'emo'u	cmavo-compound			   	ZAhO*      	plats händelsekontur tempus: genomfört i rummet; vid den bortre ändan av ... 
fe'enoroi	cmavo-compound			   	ROI*      	plats tempus intervall modifierare: aldrig i rummet; objekt kvantifierat tempus.
fe'epu'o	cmavo-compound			   	ZAhO*      	plats händelsekontur tempus: anticipativ i rummet; ända till kanten av...
fe'eroroi	cmavo-compound			   	ROI*      	plats tempus intervall modifiererare: alltid i rummet; objekt kvantifierbart tempus.
fe'eza'o	cmavo-compound			   	ZAhO*      	plats händelsekontur tempus: superfektiv i rummet; fortsätter för långt bortom ... 
fe'i	cmavo			   	VUhU1      	unär matematisk operator: dividerat med/delat med; divisionsoperator; [(((a / b) / c) / ...)].
fe'o	cmavo			   	COI      	vokativ: klart slut (slut på diskussionen).
fe'u	cmavo			   	FEhU      	valbar avslutare: avslutar tillfällig konversion av selbri till modal; går vanligtvis att välja bort.
fei	cmavo			   	PA2      	siffra/nummer: hexadecimal siffra B (decimal 11) [eleven].
fi	cmavo			   	FA      	sumti place tag: tag 3rd sumti place.
fi'a	cmavo			   	FA      	sumti place tag: platsstruktur nummer/tag fråga.
fi'e	cmavo			   	BAI      	finti modal, 1st place (skapare) skapad av ... 
fi'i	cmavo			   	COI      	vokativ: gästfrihet - ogästvänlighet; du är välkommen/känn dig som hemma.
fi'inai	cmavo-compound			   	COI*      	vokativ: gästfrihet - ogästvänlighet; du är inte välkommen. 
fi'o	cmavo			   	FIhO      	omvandlar selbri till tillfällig modal/sumti tag.
fi'u	cmavo			   	PA3      	siffra/nummer: solidus/bråkstreck; om inte annat anges:1/n, &quot;n/&quot; &gt; n/1, eller &quot;/&quot; ensam &gt; gyllene snittet.&quot; 	En solidus, ╱,är ett diagonalt streck (Unicode FF0F) som liknar snedstreck, /, men som lutar lite mer och är något längre. Tecknet används för sättning av &quot;riktiga&quot; bråk (eng. vulgar fractions), så som ½ eller ¼, istället för 1/2 eller 1/4.
fi'ure	cmavo-compound			   	PA*      	hälften.	synonym {pimu}; se även {xadba}.
fo	cmavo			   	FA      	sumti place tag: tag 4th sumti place.
fo'a	cmavo   	-fo'a-		   	KOhA4      	pro-sumti: han/hon/det/de #6 (specificerad av goi).
fo'e	cmavo   	-fo'e-		   	KOhA4      	pro-sumti: han/hon/det/de #7 (specificerad av goi).
fo'i	cmavo   	-fo'i-		      		pro-sumti: han/hon/det/de #8 (specificerad av goi).
fo'o	cmavo			   	KOhA4      	pro-sumti: han/hon/det/de #9 (specificerad av goi).
fo'u	cmavo			   	KOhA4      	pro-sumti: han/hon/det/de #10 (specificerad av goi).
foi	cmavo			   	FOI      	avslutare: avslutar sammansatt lerfu; aldrig valbar.
fu	cmavo			   	FA      	sumti place tag: tag 5th sumti place.
fu'e	cmavo			   	FUhE      	börjar indikator långt omfång.
fu'i	cmavo			   	UI5      	attitudinal modifierare: lätt - svårt.
fu'inai	cmavo-compound			   	UI*5      	attitudinal modifierare: lätt - svårt.
fu'o	cmavo			   	FUhO      	avslutar indikator långt omfång; avslutar omfång av alla aktiva indikatorer.
fu'u	cmavo			   	VUhU0      	unär matematisk operator: elliptisk/ospecificerad matematiskt uttryck (mex) operator.
fy	cmavo			      		bokstaven f.
ga'a	cmavo			   	BAI      	zgana modal, 1st place för betraktare ... ; bevittnat av ... 
ga'e	cmavo			   	BY1      	skifte till versal/stor bokstav.
ga'i	cmavo			   	UI5      	attitudinal modifierare/hedersbetygelse: stolthet/hög status - lika rang - undergivenhet; används till de av lägre rang. 	Se även {gapru}, {cnita}.
ga'icu'i	cmavo-compound			   	UI*5      	attitudinal modifierare/hedersbetygelse: stolthet/hög status - lika rang - undergivenhet; används till de av lika rang. 
ga'inai	cmavo-compound			   	UI*5      	attitudinal modifierare/hedersbetygelse: stolthet/hög status - lika rang - undergivenhet; används till de högre rang.
gai	cmavo			   	PA2      	siffra/nummer: hexadecimal siffra C (decimal 12) [tolv].
gau	cmavo			   	BAI      	gasnu modal, 1st place agent/aktör fall tag med aktiv agent.
gi'enai	cmavo-compound			   	GIhA*      	logisk konjunktion: bridi-svans eftertänkt x men inte y.
gi'onai	cmavo-compound			   	GIhA*      	logisk konjunktion: bridi-svans eftertänkt exklusivt eller (XOR); Latin 'aut'.
mu	cmavo   	-mum-		   	PA1      	siffra/nummer: 5 (siffra) [fem].
no	cmavo   	-non-		   	PA1      	siffra/nummer: 0 (siffra) [noll].
pa	cmavo   	-pav-		   	PA1      	siffra/nummer: 1 (siffra) [ett].
pano	cmavo-compound			   	PA*      	nummer: 10 (siffra) [tio].
re	cmavo   	-rel-		   	PA1      	siffra/nummer: 2 (siffra) [två].
so	cmavo   	-soz-		   	PA1      	siffra/nummer: 9 (siffra) [nio].
vo	cmavo   	-von-		   	PA1      	siffra/nummer: 4 (siffra) [fyra].
xa	cmavo   	-xav-		   	PA1      	siffra/nummer: 6 (siffra) [sex].
ze	cmavo   	-zel-		   	PA1      	siffra/nummer: 7 (siffra) [sju].
