bapli	gismu   	-bap-   	-bai-	      	x_1 [Kraft] (ka) zwingt das Geschehen von/erzwingt Ereignis x_2
barda	gismu   	-bra-		      	x_1 ist groß in der Dimension/Eigenschaft x_2 (ka) im Vergleich zu Standard/Norm x_3.	Siehe auch {banli}, {clani}, {ganra}, {condi}, {plana}, {cmalu}, {rotsu}, {banro}, {xanto}.
bargu	gismu   	-bag-		      	x_1 bildet einen Bogen über/um x_2 und besteht aus Material x_3; x_1 ist ein Bogen über/um x_2 aus Material x_3
barja	gismu			      	x_1 ist eine Taverne/Bar/Kneipe, die x_2 an Publikum/(Stamm)gäste x_3 ausschenkt
barna	gismu   	-ba'a-		      	x_1 ist/sind (ein) Fleck(en) auf x_2 und besteht/bestehen aus Material x_3
bartu	gismu   	-bar-		      	x_1 ist außerhalb von x_2	Siehe auch {jibni}, {nenri}, {sruri}, {lamji}, {korbi}, {calku}, {vasru}.
basna	gismu			      	x_1 betont/verleiht Nachdruck zu x_2 indem es Aktion x_3 durchführt
basti	gismu   	-bas-		      	x_1 ersetzt/steht ein für x_2 unter Umständen x_3; x_1 ist ein Ersatz
batci	gismu   	-bat-		      	x_1 beißt/kneift/zwickt x_2 an der Stelle x_3 mit x_4	Siehe auch {denci}, {jgalu}, {guska}, {citka}.
batke	gismu			      	x_1 ist ein Knopf/Griff auf/für Gegenstand x_2, mit Zweck x_3, aus Material x_4
bavmi	gismu			      	x_1 ist eine gewisse Menge Gerste [Getreide] von Art/Sorte x_2
baxso	gismu			      	x_1 repräsentiert die gemeinsame malaiisch-indonesische Sprache/Kultur in Aspekt x_2
bebna	gismu   	-beb-		      	x_1 ist dumm/töricht/dämlich/albern/blöd in Ereignis/Aktion/Eigenschaft [Dummheit/Torheit] (ka) x_2; x_1 ist ein Dummkopf/Idiot/Tor
bemro	gismu   	-bem-   	-be'o-	      	x_1 repräsentiert nordamerikanische Kultur/Nationalität/Geographie in Aspekt x_2
bende	gismu   	-bed-   	-be'e-	      	x_1 ist eine Mannschaft/ein Team/eine Gruppe/Gang/Bande von Personen x_2 (an)geführt/geleitet von x_3 organisiert für Zweck x_4
bengo	gismu   	-beg-		      	x_1 repräsentiert bengalische/Bangladeshi Kultur/Nationalität/Sprache in Aspekt x_2
benji	gismu   	-bej-   	-be'i-	      	x_1 überträgt/versendet/übermittelt/schickt x_2 an Empfänger/Ziel x_3 von Absender/Quelle/Ursprung x_4 über Mittel/Medium x_5
bersa	gismu   	-bes-   	-be'a-	      	x_1 ist Sohn der Mutter/des Vaters/der Eltern x_2 [nicht notwendigerweise biologisch]	Siehe auch {verba}, {nanla}, {nakni}, {nanmu}, {patfu}, {mamta}, {bruna}, {rirni}, {rorci}, {panzi}, {tixnu}.
berti	gismu   	-ber-		      	x_1 ist im Norden/auf der nördlichen Seite/liegt nördlich von x_2 gemäß Bezugssystem x_3
besna	gismu   	-ben-		      	x_1 ist ein/das Gehirn von x_2	See also {menli}, {stedu}, {rango}, {pensi}.
betfu	gismu   	-bef-   	-be'u-	      	x_1 ist ein/der Bauch/Unterkörper [Körperteil] von x_2; [im übertragenen Sinne: Mittelteil]
betri	gismu   	-bet-		      	x_1 ist eine Tragödie/Katastrophe/ein schlimmes Ereignis für x_2
bevri	gismu   	-bev-   	-bei-	      	x_1 trägt/schleppt/transportiert Fracht x_2 nach x_3 von x_4 über Route x_5; x_1 ist ein Träger
bidju	gismu			      	x_1 ist eine (Glas-/Holz-/usw)perle/ein Kügelchen [Form] aus Material x_2 (z.B. Glasperle = blaci bidju)
bifce	gismu   	-bic-		      	x_1 ist eine Biene/Wespe/Hornisse der Art/Gattung x_2	Siehe auch {cinki}, {sfani}, {lakse}.
bikla	gismu   	-bik-		      	x_1 peitscht/schnappt [plötzliche starke Bewegung]
bilga	gismu   	-big-		      	x_1 ist verpflichtet/hat die Pflicht, x_2 zu tun/zu sein gemäß Standard/Abmachung x_3; x_1 muss x_2 tun
bilma	gismu   	-bi'a-		      	x_1 ist krank/erkrankt mit Symptomen x_2 an/mit Krankheit x_3
bilni	gismu   	-bil-		      	x_1 ist militärisch/reglementiert/streng organisiert durch System x_2 für Zweck x_3
bindo	gismu   	-bid-		      	x_1 repräsentiert indonesische Kultur/Nationalität/Sprache in Aspekt x_2
binra	gismu			      	x_1 versichert/entschädigt/hält schadlos x_2 vor/gegen Gefahr x_3 (Ereignis) und bietet Nutzen/Vorteil x_4
binxo	gismu   	-bix-   	-bi'o-	      	x_1 wird zu/verwandelt sich in x_2 unter Bedingungen x_3
birje	gismu			      	x_1 besteht aus/enthält/ist eine Menge Bier/ein Gebräu gebräut aus x_2.	Siehe auch {pinxe}, {barja}, {jikru}, {vanju}, {xalka}, {fusra}.
birka	gismu   	-bir-		      	x_1 ist ein/der Arm [Körperteil] von x_2; [im übertragenen Sinne: Zweig mit Kraft]
birti	gismu   	-bit-		      	x_1 ist sich sicher/gewiss/überzeugt, dass x_2 wahr ist
bisli	gismu   	-bis-		      	x_1 ist eine gewisse Menge/besteht aus/enthält Eis [gefrorenes Wasser/Kristall] von Zusammensetzung/aus Material x_2
bitmu	gismu   	-bim-   	-bi'u-	      	x_1 ist eine Wand/Mauer/ein Zaun und trennt x_2 und x_3 (ungeordnet) in/von Struktur/Gebäude x_4
blabi	gismu   	-lab-		      	x_1 ist weiß/hat eine sehr helle Farbe [Farbadjektiv].	Helle/bleiche Formen anderer Farben sind eine Zusammensetzung mit Weiß; z.B. Pink (= {labyxu'e}, {xunblabi}) ({kandi} wird benutzt für blass = Intensitätslos). Siehe auch {skari}, {xekri}, {grusi}, {kandi}, {manku}, {carmi}, {bakri}, {blanu}, {bunre}, {cicna}, {crino}, {narju}, {nukni}, {pelxu}, {xunre}, {zirpu}.
blaci	gismu			      	x_1 ist eine gewisse Menge/besteht aus/enthält Glas von Zusammensetzung unter anderem x_2
blanu	gismu   	-bla-		      	x_1 ist blau [Farbadjektiv].	Siehe auch {skari}, {blabi}, {xekri}, {zirpu}, {kandi}, {carmi}, {cicna}.
bliku	gismu   	-bli-		      	x_1 ist ein Block/Klotz [dreidimensionaler Gegenstand] aus Material x_2 mit Oberflächen/Seiten x_3
bloti	gismu   	-lot-   	-blo-   	-lo'i-      	x_1 ist ein Boot/Schiff [Fahrzeug] für den Transport von x_2, angetrieben durch x_3
bolci	gismu   	-bol-   	-boi-	      	x_1 ist ein Ball/Globus/eine Kugel [Form] aus Material x_2; x_1 ist kugelförmig [und besteht aus x_2]
bongu	gismu   	-bog-   	-bo'u-	      	x_1 ist Knochen/Elfenbein [Körperteil] und verrichtet Funktion x_2 im Körper von x_3; [im übertragenen Sinne: Kalzium]
botpi	gismu   	-bot-   	-bo'i-	      	x_1 ist eine Flasche/eine Buddel/ein Tiegel/eine Urne/ein verschließbarer Behälter für x_2 aus dem Material x_3 mit dem Deckel x_4.	Siehe auch {baktu}, {lante}, {patxu}, {tansi}, {tanxe}, {vasru}, {gacri}.
boxfo	gismu   	-bof-   	-bo'o-	      	x_1 ist ein Blatt/eine Folie/Decke [zweidimensionale Form, die in drei Dimensionen flexibel ist] aus Material x_2
boxna	gismu   	-bon-   	-bo'a-	      	x_1 ist eine Welle [wiederkehrendes Muster] in Medium x_2 mit Wellenform x_3, Wellenlänge x_4 und Frequenz x_5
bradi	gismu			      	x_1 ist Gegner/Kontrahent/Widersacher von x_2 im Kampf/in der Auseinandersetung x_3
bratu	gismu			      	x_1 ist Hagel/Schneeregen/Graupel/fester Niederschlag aus Material/mit Zusammensetzung unter anderem x_2
brazo	gismu   	-raz-		      	x_1 repräsentiert brasilianische Kultur/Nationalität/Sprache in Aspekt x_2
bredi	gismu   	-red-   	-bre-	      	x_1 ist vorbereitet/fertig für x_2 (Ereignis)	Siehe auch {spaji}, {jukpa}.
bridi	gismu   	-bri-		      	x_1 (du'u) ist eine Prädikat-Beziehung mit Beziehung x_2 zwischen Argumenten (Folge/Menge) x_3
brife	gismu   	-bif-   	-bi'e-	      	x_1 ist eine Brise/ein Wind/ein Sturm aus der Richtung x_2 mit der Geschwindigkeit x_3; x_1 bläst von x_2.	Siehe auch {tcima}.
briju	gismu   	-bij-		      	x_1 ist das Büro/Arbeitszimmer von x_2 am Ort x_3	Siehe auch {jibri}, {gunka}.
brito	gismu   	-rit-		      	x_1 spiegelt die britische/nordirländische Kultur/Nationalität in Aspekt x_2 wieder.	Siehe auch {glico}, {skoto}, {merko}, {ropno}.
broda	gismu   	-rod-		      	x_1 ist erstes zuweisbares variables Prädikat (der Kontext bestimmt die Platzstruktur)
brode	gismu   	-bo'e-		      	x_1 ist zweites zuweisbares variables Prädikat (der Kontext bestimmt die Platzstruktur)
brodi	gismu			      	x_1 ist drittes zuweisbares variables Prädikat (der Kontext bestimmt die Platzstruktur)
brodo	gismu			      	x_1 ist viertes zuweisbares variables Prädikat (der Kontext bestimmt die Platzstruktur)
brodu	gismu			      	x_1 ist fünftes zuweisbares variables Prädikat (der Kontext bestimmt die Platzstruktur)
bruna	gismu   	-bun-   	-bu'a-	      	x_1 ist ein Bruder von x_2 mit/durch Beziehung/Standard/Eltern x_3; [nicht unbedingt biologisch]
budjo	gismu   	-buj-   	-bu'o-	      	x_1 bezieht sich auf/betrifft/gehört zu buddhistischer Kultur/Religion/Ethos in Aspekt x_2
bukpu	gismu   	-buk-   	-bu'u-	      	x_1 ist eine gewisse Menge Stoff/Gewebe/Tuch von Typ/aus Material x_2
bumru	gismu   	-bum-		      	x_1 ist neblig/trübe/diesig/bedeckt mit Nebel/Dunst aus Flüssigkeit x_2
bunda	gismu   	-bud-		      	x_1 wiegt x_2 (Default: 1) örtliche Gewichtseinheit(en) [nicht-metrisch], gemäß Standard x_3, Untereinheit(en) [z.B. Unzen] x_4 [weitere Untereinheiten können als x_5, x_6, usw. zugefügt werden]
bunre	gismu   	-bur-   	-bu'e-	      	x_1 ist braun [Farbadjektiv].	Siehe auch {skari}, {blabi}, {xekri}, {kandi}, {carmi}.
burcu	gismu   	-bru-		      	x_1 ist eine Bürste für Zweck x_2 (Ereignis) mit Borsten x_3
burna	gismu			      	x_1 ist verlegen/peinlich berührt/verwirrt/nervös/wird in Verlegenheit gebracht unter Umständen x_2 (Abstraktion); x_2 ist x_1 peinlich
cabna	gismu   	-cab-		      	x_1 ist gleichzeitig mit/zur selben Zeit wie/in der Gegenwart von x_2
cabra	gismu   	-ca'a-		      	x_1 ist ein Gerät/Mechanismus/Apparat/eine Vorrichtung für Funktion x_2, kontrolliert/[ausgelöst] von x_3 (Handelnder)
cacra	gismu			      	x_1 dauert x_2 (Default 1) Stunden gemäß Standard x_3
cadzu	gismu   	-dzu-		      	x_1 geht/schreitet auf der Oberfläche x_2 mit den Gliedmaßen x_3.	Siehe auch {stapa}, {bajra}, {klama}, {litru}.
cafne	gismu   	-caf-		      	x_1 (Ereignis) tritt oft/häufig/regelmäßig/üblicherweise (gemäß Standard x_2) auf
cakla	gismu			      	x_1 ist aus Schoklade/Kakao gemacht; x_1 enthält Schoklade/Kakao
calku	gismu   	-cak-		      	x_1 ist eine Schale/Hülle/Hülse [harte, schützende Abdeckung] um x_2 herum, bestehend aus x_3
canci	gismu			      	x_1 verschwindet von Ort x_2; x_1 kann nicht mehr von x_2 mit Sinnen/Sensor x_3 wahrgenommen werden
cando	gismu   	-cad-		      	x_1 ruht/inaktiv/nicht in Bewegung.	»in Bewegung«, was nicht eine Änderung der Position im Raum impliziert, ist die Negation davon: {narcando}. Siehe auch {surla}.
cange	gismu   	-cag-		      	x_1 ist ein Bauernhof/eine Ranch in/bei Ort x_2, bebaut von x_3 und erzeugt/erwirtschaftet/produziert/baut an x_4; (Adjektiv:) x_1 ist landwirtschaftlich
canja	gismu   	-caj-		      	x_1 tauscht Ware x_2 gegen x_3 von x_4; x_1 ertauscht sich bei x_4 x_2 gegen x_3; x_1 und x_4 sind Händler/Handelstreibende/Kaufleute
canko	gismu   	-ca'o-		      	x_1 ist ein Fenster/Portal/eine Öffnung [Portal] in Wand/Gebäude/Struktur x_2
canlu	gismu   	-cal-   	-ca'u-	      	x_1 ist ein Raum/Volumen [mindestens dreidimensionaler Raum], der/das von x_2 bewohnt/besetzt wird
canpa	gismu   	-cna-		      	x_1 ist eine Schaufel/ein Spaten [Grabwerkzeug mit schaufelförmiger Klinge], um x_2 zu graben
canre	gismu   	-can-		      	x_1 ist eine gewisse Menge/enthält/besteht aus Sand/Kies aus Quelle x_2 von Zusammensetzung unter anderem x_3
canti	gismu			      	x_1 ist ein/der Darm/die Eingeweide/Innereien/das Verdauungssystem [Körperteil] von x_2
carce	gismu			      	x_1 ist ein Karren/eine Karre/ein Wagen/Wagon [Gefährt mit Rädern] zur Beförderung von x_2 mit Antrieb x_3
carmi	gismu   	-cam-   	-cai-	      	x_1 ist leuchtend/gesättigt (Farbe)/intensiv/strahlend in Eigenschaft (ka) x_2 für Beobachter/Messer x_3
carna	gismu   	-car-		      	x_1 dreht sich/rotiert um Achse x_2 in Richtung x_3
cartu	gismu   	-cat-		      	x_1 ist eine Karte/ein Diagramm von/über x_2 mit Formation/Datenpunkten x_3
carvi	gismu   	-cav-		      	x_1 regnet [Niederschlag] auf x_2 von x_3; x_1 ist Niederschlag [nicht beschränkt auf Regen]
casnu	gismu   	-snu-		      	x_1 (normalerweise eine Masse, aber eine Einzelperson/jo'u ist möglich) diskutiert/redet über/bespricht Thema x_2
catke	gismu   	-ca'e-		      	x_1 [Handelnder] schiebt/drückt/stößt x_2 an Stelle x_3
catlu	gismu   	-cta-		      	x_1 betrachtet/sieht an/untersucht/besichtigt/prüft/beobachtet/überwacht/blickt auf x_2
catni	gismu   	-ca'i-		      	x_1 hat Autorität über/ist zuständig für Thema/Gegenstand/Einflussbereich/Personen x_2 aufgrund von x_3 (Quelle der Autorität/Bevollmächtigung)
catra	gismu			      	x_1 (Handelndes Subjekt) tötet/schlachtet/ermordet x_2 durch Tat/Methode x_3	Siehe auch {morsi}, {xarci}.
caxno	gismu   	-cax-		      	x_1 ist seicht/flach in Richtung x_2 von Referenzpunkt x_3 aus gesehen gemäß Standard x_4
cecla	gismu   	-cel-   	-ce'a-	      	x_1 schießt/feuert Geschoss/Projektil/Rakete/Flugkörper x_2 ab mit Antrieb x_3 [Treibmittel/Treibgas/Antrieb]
cecmu	gismu   	-cem-   	-ce'u-	      	x_1 ist eine Gemeinschaft/Kolonie/Gesellschaft/ein Gemeinwesen von Organismen x_2
cedra	gismu			      	x_1 ist eine Ära/Epoche/ein Zeitalter charakterisiert durch x_2 (Ereignis/Eigenschaft/Intervall/Idee)
cenba	gismu   	-cne-		      	x_1 schwankt/variiert/ändert sich/weicht in Eigenschaft/Menge x_2 (ka/ni) in Betrag/Umfang/Ausmaß x_3 unter Umständen x_4 (ab)
censa	gismu   	-ces-		      	x_1 ist Person/Gruppe/Kultur/Religion/Kult x_2 heilig
centi	gismu   	-cen-		      	x_1 ist ein Hundertstel [1/100; 1×10^{-2}] von x_2 in Dimension/Aspekt x_3 (Default: Einheiten)
cerda	gismu   	-ced-		      	x_1 ist ein Erbe von/Anwärter auf/soll x_2 (Objekt/Qualität) von x_3 (ererben) gemäß Regel/Gesetz x_4
cerni	gismu   	-cer-		      	x_1 ist der Morgen [von Morgendämmerung bis kurz nach der üblichen Arbeitsanfangszeit für den Ort] von Tag x_2 in Ort x_3
certu	gismu   	-cre-		      	x_1 ist ein Experte/Profi/hat Fähigkeiten in/ist begabt in x_2 (Ereignis/Aktivität) nach Standard x_3.	Auch kompetent, talentiert.  Siehe auch {djuno}, {stati}, {kakne}.
cevni	gismu   	-cev-   	-cei-	      	x_1 ist ein/der Gott/Gottheit von Person/Volk/Kultur/Religion x_2 mit Zuständigkeitsgebiet/Einflussbereich x_3; x_1 ist göttlich
cfari	gismu   	-cfa-		      	x_1 [Zustand/Ereignis/Prozess] fängt an/beginnt/wird eingeleitet; (intransitives Verb)
cfika	gismu   	-fik-   	-fi'a-	      	x_1 ist ein fiktives Werk über die Handlung/das Thema x_2/unter Konvention x_2 vom Verfasser x_3.	Auch Geschichte, Lüge, unwahr.  Siehe auch {cukta}, {lisri}, {prosa}, {fatci}, {jitfa}, {jetnu}, {xanri}.
cfila	gismu   	-cfi-		      	x_1 (Eigenschaft) ist ein Makel/Fehler/Defekt in x_2, der x_3 hervorruft.	Siehe auch {cikre}, {srera}, {fenra}, {fliba}, {prane}.
cfine	gismu			      	x_1 ist ein Keil [Form/Werkzeug] aus Material x_2
cfipu	gismu   	-fi'u-		      	x_1 (Ereignis/Zustand) verwirrt x_2 [Beobachter] durch [verwirrende] Eigenschaft x_3 (ka)
ciblu	gismu   	-blu-		      	x_1 ist Blut/lebenswichtige Flüssigkeit von Organismus x_2
cicna	gismu			      	x_1 ist blaugrün/türkis/cyan [Farbadjektiv]
cidja	gismu   	-dja-		      	x_1 ernährt/ist Essen/Futter/Nahrung für x_2; x_1 ist essbar.	Siehe auch {citka}, {nitcu}, {pinxe}, {xagji}, {cpina}.
cidni	gismu   	-cid-		      	x_1 ist ein/das Knie/ein/der Ellenbogen/Knöchel [Gelenk, Körperteil] von Glied x_2 von Körper x_3
cidro	gismu   	-dro-		      	x_1 ist eine gewisse Menge/enthält/besteht aus Wasserstoff (H); [im übertragenen Sinne: leicht, entzündlich]
cifnu	gismu   	-cif-		      	x_1 ist ein Kleinkind/Säugling/Baby [hilflos durch niedriges Alter oder unvollständige Entwicklung] von Rasse/Spezies/Gattung x_2
cigla	gismu   	-cig-		      	x_1 ist eine/die Drüse [Körperteil], die x_2 absondert/ausscheidet, in Körper x_3; x_2 ist ein/das Sekret von x_1
cikna	gismu   	-cik-		      	x_1 ist wach/munter/bei Bewusstsein
cikre	gismu			      	x_1 repariert/flickt/setzt x_2 (instand) für Zweck x_3
ciksi	gismu   	-cki-		      	x_1 (Person) erklärt x_2 (Ereignis/Zustand/Eigenschaft) x_3 mit Erklärung x_4 (du'u)
cilce	gismu   	-cic-		      	x_1 ist wild/ungezähmt
cilmo	gismu   	-cim-		      	x_1 ist feucht/nass/getränkt mit Feuchtigkeit/Flüssigkeit x_2
cilre	gismu   	-cli-		      	x_1 lernt x_2 (du'u) über Thema/Fach x_3 von Quelle x_4 (Objekt/Ereignis) durch Methode x_5 (Ereignis/Prozess)
cilta	gismu   	-cil-		      	x_1 ist ein Faden/Draht/Filament/eine Faser [Form] aus Material x_2
cimde	gismu			      	x_1 (Eigenschaft - ka) ist eine Dimension von Raum/Objekt x_2 gemäß Regeln/Modell x_3
cimni	gismu			      	x_1 ist unendlich/unbegrenzt/unbeschränkt/ewig in Eigenschaft/Dimension x_2, in Grad x_3 (Menge)/von Typ x_3
cinba	gismu			      	x_1 (Handelnder) küsst x_2 an Stelle x_3
cindu	gismu			      	x_1 ist eine Eiche, eine Art Baum von Art/Kultur x_2
cinfo	gismu			      	x_1 ist ein Löwe/[eine Löwin] der Art/Rasse x_2.	Siehe auch {mlatu}.
cinje	gismu   	-cij-		      	x_1 ist eine Falte/ein Falz [Form] in x_2
cinki	gismu			      	x_1 ist ein Insekt von Art/Gattung x_2; [Käfer]
cinla	gismu			      	x_1 ist dünn in Richtung/Dimension x_2 gemäß Standard x_3; [relativ kurz in seiner kleinsten Dimension]
cinmo	gismu   	-cni-		      	x_1 verspürt Gefühl/Emotion x_2 (ka) über x_3.	Siehe auch Cmavo-Liste {ci'o}, {cumla}, {jilra}, {nelci}, {xendo}, {ckeji}, {cortu}, {jgira}, {kecti}, {kufra}, {manci}, {prami}, {steba}, {zungi}, {badri}, {burna}, {gleki}.
cinri	gismu   	-ci'i-		      	x_1 (Abstraktion) interessiert/ist interessant für x_2; x_2 interessiert sich für x_1
cinse	gismu   	-cin-		      	x_1 in Aktivität/Zustand x_2 weist Sexualität/Geschlecht/sexuelle Ausrichtung x_3 (ka) auf gemäß Standard x_4
cinta	gismu			      	x_1 [Material] ist Lack/Farbe mit Pigment/Farbstoff x_2 in einer Basis x_3
cinza	gismu			      	x_1 ist eine Zange/Pinzette/sind Stäbchen [Werkzeug/Körperteil] für x_2 zum Kneifen von x_3
cipni	gismu   	-cpi-		      	x_1 ist ein Vogel/Geflügel der Art x_2.	Siehe auch {datka}, {gunse}, {jipci}, {nalci}, {pimlu}, {vofli}, {xruki}, {danlu}.
cipra	gismu   	-cip-		      	x_1 (Prozess/Ereignis) ist ein Test/eine Prüfung auf/ein Beweis für Eigenschaft/Zustand x_2 in Thema x_3 (Individuum/Menge/Masse)
cirko	gismu   	-cri-		      	x_1 verliert Person/Gegenstand x_2 bei/in der Nähe von x_3 (aus den Augen); x_1 verliert Eigenschaft/Merkmal x_2 in Umständen/Situation x_3
cirla	gismu			      	x_1 ist eine gewisse Menge/enthält/besteht aus Käse/Quark/Milcheiweiß aus Quelle x_2
ciska	gismu   	-ci'a-		      	x_1 schreibt/trägt x_2 auf Anzeigemedium/Speichermedium x_3 mit Schreibgerät x_4 (ein); x_1 ist ein Schreiber
cisma	gismu			      	x_1 lächelt/grinst (Gesichtsausdruck)
ciste	gismu   	-ci'e-		      	x_1 (Masse) ist ein System mit gegenseitiger Beziehung/Struktur x_2 zwischen Komponenten x_3 (Menge), welches Merkmal(e) x_4 (ka) aufweist
citka	gismu   	-cti-		      	x_1 isst/nimmt zu sich/konsumiert (transitives Verb) x_2.	Siehe auch {cidja}, {pinxe}, {tunlo}, {xagji}, {xaksu}, {batci}, {gusta}, {kabri}.
citno	gismu   	-cit-   	-ci'o-	      	x_1 ist jung/jugendlich [relativ kurz in abgelaufener Zeit] gemäß Standard x_2
citri	gismu   	-cir-		      	x_1 ist die Geschichte [Historie, nicht Erzählung] von x_2 laut x_3 (Person)/aus Sicht von x_3
citsi	gismu			      	x_1 ist eine Jahreszeit/ist jahreszeitlich/saisonal [zyklisches Intervall], definiert durch Intervall/Eigenschaft x_2, von Jahr(en) x_3
civla	gismu   	-civ-		      	x_1 ist eine Laus/Milbe/ein Floh [blutsaugender Gliederfüßler] von Art/Gattung x_2, ein Parasit von x_3
cizra	gismu   	-ciz-		      	x_1 ist für x_2 (Beobachter) seltsam/merkwürdig/eigenartig/abnormal/ungewöhnlich in Eigenschaft x_3 (ka)
ckabu	gismu			      	x_1 besteht aus/enthält/ist eine gewisse Menge Gummi/Latex aus Quelle x_2 mit Zusammensetzung unter anderem x_3
ckafi	gismu   	-kaf-		      	x_1 besteht aus/enthält/ist eine gewisse Menge Kaffee aus Quelle/Bohne/Getreide/Korn x_2
ckaji	gismu   	-kai-		      	x_1 hat (charakteristische) Eigenschaft/Merkmal/Wesenszug x_2 (ka); x_2 wird in x_1 offenbar/zeigt sich in x_1
ckana	gismu   	-cka-		      	x_1 ist ein Bett/Lager/eine Pritsche aus Material x_2 um x_3 (Person/Gegenstand/Ereignis) zu halten/stützen/aufzunehmen
ckape	gismu   	-cap-		      	x_1 ist (potenziell) gefährlich/schädlich für x_2 unter Umständen x_3
ckasu	gismu   	-cas-		      	x_1 verhöhnt x_2/lacht x_2 aus/macht sich über x_2 lustig/lächerlich/spottet über x_2 wegen x_3 (Eigenschaft/Ereignis), indem er x_4 (Ereignis) tut
ckeji	gismu   	-kej-   	-cke-	      	x_1 schämt sich/fühlt sich gedemütigt/beschämt unter Umständen x_2 vor Gemeinschaft/Publikum x_3
ckiku	gismu   	-kik-		      	x_1 ist ein Schlüssel, der (in) Schloss x_2 passt/es öffnet und relevante Eigenschaften x_3 besitzt
ckilu	gismu   	-ci'u-		      	x_1 (si'o) ist eine Skala/ein Maßstab von Einheiten zum Messen/Bestimmen von x_2 (Zustand)
ckini	gismu   	-ki'i-		      	x_1 ist verwandt mit x_2 durch Verwandtschaft/Beziehung x_3; x_1 steht mit x_2 in Beziehung x_3
ckire	gismu   	-kir-		      	x_1 ist x_2 gegenüber dankbar für x_3 (Ereignis/Eigenschaft)
ckule	gismu   	-kul-   	-cu'e-	      	x_1 ist eine Schule/Akademie/ein Institut in x_2 (Ort) und unterrichtet Fach/Fächer x_3 an Publikum/Gemeinschaft x_4 und wird von x_5 betrieben
ckunu	gismu   	-ku'u-		      	x_1 ist ein Nadelbaum/Tannenbaum von Art/Gattung x_2 mit Zapfen x_3
cladu	gismu   	-lau-		      	x_1 ist laut von Standpunkt x_2 aus gemäß Standard x_3
clani	gismu   	-cla-		      	x_1 ist lang in Dimension/Richtung x_2 (Default: längste Dimension) gemäß Maßstandard x_3
claxu	gismu   	-cau-		      	x_1 mangelt es an/ist ohne/frei von x_2; x_1 ist x_2-los.	Siehe auch Cmavo-Liste {cau}, {cirko}, {kunti}, {nitcu}, {pindi}, {banzu}.
clika	gismu			      	x_1 ist Moos/eine Flechte von Art/Gattung x_2 und wächst auf x_3; (Adjektiv:) x_1 ist moosig/moosbewachsen
