bi	cmavo   	-biv-		   	PA1      	digit/number: 8 (digit) [eight].
bi'a	experimental cmavo			   	UI3a      	emphasis indicator; indicates the previous word is especially emphasized; equivalent to {ba'e} but in UI	See also {ba'e}
bi'ai	experimental cmavo			   	CAhA      	Sumtcita indicating that the bridi must be true under the conditions indicated by the tagged sumti.	See also {narfaunarcu'i}
bidgug	cmevla			      		Indonesia.	Cf. {bindo}, {gugde}, {bidgu'e}, {gugde'idu}.
bi'e	cmavo			   	BIhE      	prefixed to a mex operator to indicate high priority.
bie,uaRUC	cmevla			      		Belarus.
bi'i	cmavo   	-biz-		   	BIhI      	non-logical interval connective: unordered between ... and ...
biki'o	cmavo-compound			   	PA*      	number/quantity: 8,000 expressed with comma.
bimei	cmavo-compound			   	MOI*      	quantifier selbri: convert 8 to cardinal selbri; x_1 is a set with the octet of members x_2.
bimoi	cmavo-compound			   	MOI*      	quantified selbri: convert 8 to ordinal selbri; x_1 is eighth among x_2 ordered by rule x_3.
bino	cmavo-compound			   	PA*      	number/quantity: 80 [eighty].
binono	cmavo-compound			   	PA*      	number/quantity: 800 [eight hundred].
binonovo	cmavo-compound			   	PA*      	number/quantity: 8004, without comma.
bi'o	cmavo			   	BIhI      	non-logical interval connective: ordered from ... to ...
bi'u	cmavo			   	UI3a      	discursive: newly introduced information - previously introduced information.	See also {nindatni}, {saurdatni}.
bi'unai	cmavo-compound			   	UI*3      	discursive: newly introduced information - previously introduced information.
bivmast	cmevla			      		August.	Cf. {cinfyma'i}, {bivmasti}.
bivyplin	cmevla			      		Neptune.	Cf. {bivyplini}.
blabruk	cmevla			      		Belarus.
bo	cmavo   	-bor-		   	BO      	short scope joiner; joins various constructs with shortest scope and right grouping.	Cf. {ke}, {ke'e}.
bodga,ias	cmevla			      		Bodhgaya.
boi	cmavo			   	BOI      	elidable terminator: terminate numeral or letteral string.
bosnan	cmevla			      		Bosnia.
braxas	cmevla			      		Ocean	Cf. {braxamsi}, {xas}, {rirx}.
brazilias	cmevla			      		Brasilia.	Cf. {brazo}, {tcadu}.
bruNAIS	cmevla			      		Brunei.	full name bruNAIS.{darusLAM}. Cf. {xrabo}, {gugde}.
bryklyn	cmevla			      		Brooklyn, New York: a borough of New York City, at the western tip of Long Island.	Cf. {merko}, {tcadu}.
bu	cmavo   	-bus-   	-bu'i-	   	BU      	convert any single word to BY.
bu'a	cmavo   	-bul-		   	GOhA      	logically quantified predicate variable: some selbri 1.
bu'a'a	experimental cmavo			   	UI1      	attitudinal: used to express a fit of overwhelming or uncontrollable laughter; the stereotypical 'evil laugh'	See {u'i}, {le'o}
bu'ai	experimental cmavo			   	NU      	abstractor: abstractor to create logically quantified selbri variable to be used in predicate logic of third or higher order.	{zo'e} and {da} are a constant and a bound variable of predicate logic of first order respectively; {co'e} and {bu'a} are a selbri constant and a bound selbri variable of predicate logic of second order respectively; in order to express predicate logic of third or higher order, it is essential to have selbri that treat selbri variables in the domain of all selbri of second order. {su'u} and {bu'ai} in selma'o NU can compose respectively a selbri constant and a bound selbri variable in the domain of all selbri of second order. In the case that {bu'ai} takes plural number of selbri variables, connect them with {ju'e} or something. Higher order is also possible by nesting {bu'ai}. Example: su'o bu'ai xe'u kei su'o bu'a ro da zo'u bu'ai da bu'a (This {xe'u} is an abstraction-variable-indicator-{selbrisle} used in order to put a word of selma'o NU in prenex.) See also {su'u}, {bu'a}; {xe'u}.
bu'e	cmavo			   	GOhA      	logically quantified predicate variable: some selbri 2.
buenosaires	cmevla			      		Buenos Aires.	Cf. {gento}, {tcadu}.
bu'i	cmavo			   	GOhA      	logically quantified predicate variable: some selbri 3.
bun	cmevla			      		Brother	Cf. {bruna}, {mes}, {mam}, {paf}, {bes}, {tix}.
bu'o	cmavo			   	UI7      	attitudinal contour: start emotion - continue emotion - end emotion.
bu'ocu'i	cmavo-compound			   	UI*7      	attitudinal contour: start emotion - continue emotion - end emotion.
bu'oi	experimental cmavo			   	COI      	Interjection: Boo!	A way to shock people analogous to yelling "BOO!" at someone.
bu'onai	cmavo-compound			   	UI*7      	attitudinal contour: start emotion - continue emotion - end emotion.
bu'u	cmavo			   	FAhA3      	location tense relation/direction; coincident with/at the same place as; space equivalent of ca.
by	cmavo			   	BY2      	letteral for b.
ca	cmavo			   	PU      	time tense relation/direction: is [selbri]; during/simultaneous with [sumti]; present tense.
ca'a	cmavo   	-caz-		   	CAhA      	modal aspect: actuality/ongoing event.
caba'o	cmavo-compound			   	ZAhO*      	time tense: has been, is now in the aftermath of; (tense/modal).
caca'a	cmavo-compound			   	PU*      	time tense: present actuality; modal aspect.
caca'o	cmavo-compound			   	ZAhO*      	time tense: is now/simultaneously, is now in the middle of; (tense/modal).
ca'e	cmavo			   	UI2      	evidential: I define.	See also {mitcu'a}, {mitsmu}.
cai	cmavo			   	CAI      	attitudinal: strong intensity attitude modifier.
ca'i	cmavo			   	BAI      	catni modal, 1st place                            by authority of ...
cajeba	cmavo-compound			   	PU*      	time tense: during and after; (tense/modal).
caku	cmavo-compound			   	PU*      	Now. At the present time.	The terminator {ku} is used to close the tense {ca}. 
ca ma	cmavo-compound			   	PU*      	sumti question asking for a time/date/event; simultaneous with what?.
camgusmis	cmevla			      		Robin Lee Powell.	Name Lojbanized according to its meaning.
cangan	cmevla			      		Hong Kong.	From Mandarin pronunciation. Cf. {xyngon}, {xonkon}, {jungo}, {tcadu}.
canxais	cmevla			      		Shanghai.	Cf. {jungo}, {tcunCIN}, {xyngon}, {cangan}, {xonkon}, {tcadu}.
ca'o	cmavo			   	ZAhO      	interval event contour: during ...; continuative                                    |-----|.
capu'o	cmavo-compound			   	ZAhO*      	time tense: is going to, is now just about to, is now anticipating; (tense/modal).
carpacib	cmevla			      		Rot-13.	Cf. {mifra}, {mipri}, {vlali'i}, {lerpoi}.
cau	cmavo			   	BAI      	claxu modal, 1st place                            lacked by ...
ca'u	cmavo			   	FAhA2      	location tense relation/direction; forwards/to the front of ...
ce	cmavo   	-cec-		   	JOI      	non-logical connective: set link, unordered; "and also", but forming a set.
ce'a	cmavo			   	LAU      	2-word letteral/shift: the word following indicates a new font (e.g. italics, manuscript).
ce'ai	experimental cmavo			   	ZOhU      	lambda variable prenex; marks the end of introduction of lambda-scope variables.	Cf. {zo'u}. In effect this word is used as a shortcut around verbose repeated assignment in a {ka} prenex: lo ka ce'u goi ko'a ce'u goi ko'e ... zo'u ... is the same as lo ka ko'a ko'e ... ce'ai ... In either form this style can be used to avoid subscripting and to disambiguate nested {ka}, {ni}, etc.
ce'e	cmavo			   	CEhE      	links terms into an afterthought termset.
cei	cmavo			   	CEI      	selbri variable assignment; assigns broda series pro-bridi to a selbri.
ce'i	cmavo   	-cez-		   	PA3      	digit/number: % percentage symbol, hundredths.
cei'i	experimental cmavo			   	GOhA      	pro-bridi: the universal predicate	See also: {zai'o} (pro-sumti; empty), {gai'o} (pro-bridi; empty), {mai'i} (pro-sumti; universal), {ctaipe}.
cein	cmevla			      		Shane
celguntas	cmevla			      		x_1 is Sagittarius [astronomical constellation/astrological sign].	From shooter (={celgunta}). The Babylonians identified Sagittarius as the god Pabilsaĝ, a strange centaur-like creature firing an arrow from a bow.The sumerian name may be translated as the 'Forefather' or 'Chief Ancestor' (=barda dzena?). In Greek mythology, Sagittarius is identified as a centaur: half human, half horse.
ce'o	cmavo   	-ce'o-		   	JOI      	non-logical connective: ordered sequence link; "and then", forming a sequence.
ce'oi	experimental cmavo			   	JOI      	argument list separator: acts as a comma between arguments in an argument list supplied to a function.	"ce'oi" is the word of choice to separate the arguments in bridi3. Using {ce'o} there has obvious limitations when the selbri actually calls for a sequence. Obviously, ce'oi has issues too if the selbri can accept an argument list, but this can be circumvented more readily with {ke}...{ke'e} brackets than it can with {ce'o}. Consider ".i lo ka broda cu selbri fi ko'a ce'o ko'e". Without inspecting the type requirements of {broda} and the respective types of {ko'a} and {ko'e}, one cannot determine the meaning of the {bridi}. Furthermore, if one accepts non-static typing of {sumti} places, multiple correct answers can be given for a question asking what is the bridi1. This would create ambiguity that is otherwise resolved by "ce'oi". See also {ka}, {du'u}, {me'au}.
ce'ol	cmevla			      		Sheol
ce'u	cmavo			   	KOhA8      	pseudo-quantifier binding a variable within an abstraction that represents an open place.
cev	cmevla			      		God.	Cf. {cevni}, {jegvon}, {jegvo}, {muslo}, {xebro}, {xriso}.
ci	cmavo   	-cib-		   	PA1      	digit/number: 3 (digit) [three].
ci'ai'u	experimental cmavo			   	VUhU      	unary mex operator: n-set; maps a nonnegative integer 'a' to the set \\{1,…,a\\} (the intersection of the set of all natural numbers with the closed interval [1,a] such that 'a≥1')	0 maps to the empty set.
cibmast	cmevla			      		March.	Cf. {fipma'i}, {cibmasti}.
ci'e	cmavo			   	BAI      	ciste modal, 1st place used in scalar negation    in system/context ...
ci'i	cmavo			   	PA5      	digit/number: infinity; followed by digits => aleph cardinality.
ci'iroi	cmavo-compound			   	ROI*      	tense interval modifier: occurs infinite times, eternally; objective tense; defaults as time.
ciki'o	cmavo-compound			   	PA*      	number/quantity: 3,000 expressed with comma.
cimei	cmavo-compound			   	MOI*      	quantifier selbri: convert 3 to cardinal selbri; x_1 is a set with the trio of members x_2.
cimoi	cmavo-compound			   	MOI*      	quantified selbri: convert 3 to ordinal selbri; x_1 is third among x_2 ordered by rule x_3.
cinfos	cmevla			      		x_1 is Leo [constellation/astrological sign].	From cinfo (=lion; lojban); leo (=lion; latin). Many civilizations over thousands of years have portrayed the constellation of Leo as a lion.
cinJIAN	cmevla			      		Xinjiang	Uygur Autonomous Region of China
cino	cmavo-compound			   	PA*      	number/quantity: 30 [thirty].
cinono	cmavo-compound			   	PA*      	number/quantity: 300 [three hundred].
ci'o	cmavo			   	BAI      	cinmo modal, 1st place                            emotionally felt by ...
ci'oi	experimental cmavo			   	COI2      	Converts following cmevla or zoi-quote into psychomime. 	Narrower term than {tai'i}. See also {ci'o}, {cinmo}, {sa'ei}, {ki'ai}. Examples in some languages. jpn: そわそわ (sowasowa): restlessly. nep: सुखदुख (sukhadukha): lit. happiness-sorrow; the human condition. eng: zing
ciroi	cmavo-compound			   	ROI*      	tense interval modifier: thrice; objectively quantified tense; defaults as time tense.
ci'u	cmavo			   	BAI      	ckilu modal, 1st place                            on the scale ...
ckiipyris	cmevla			      		Albania.	Cf. {ropno}, {gugde}.
cmeclax	cmevla			      		Nameless.	Anonymous remailer software
co	cmavo   	-col-		   	CO      	tanru inversion operator; "... of type ..."; allows modifier trailing sumti without sumti links.
co'a	cmavo   	-co'a-		   	ZAhO      	interval event contour: at the starting point of ...; initiative                   >|<    |.
co'e	cmavo   	-com-   	-co'e-	   	GOhA      	elliptical/unspecified bridi relationship.
coi	cmavo			   	COI      	vocative: greetings/hello.
co'i	cmavo			   	ZAhO      	interval event contour: at the instantaneous point of ...; achievative/perfective; point event   >|<.
coico'o	cmavo-compound			   	COI*      	vocative: greetings in passing.
co'o	cmavo			   	COI      	vocative: partings/good-bye.
co'oi	experimental cmavo			   	COI      	Combination of {coi} and {co'o}, indicating either greetings or partings according to context.	The scalar negated forms of this COI are apparently identical to its positive form. cf. {coi}, {co'o}, {rinsa}, {tolrinsa}.
co'u	cmavo   	-co'u-		   	ZAhO      	interval event contour: at the ending point of ... even if not done; cessative      |  >< |.
cternalmat	cmevla			      		Chinese checkers
cu	cmavo			   	CU      	elidable marker: separates selbri from preceding sumti, allows preceding terminator elision.
cu'a	cmavo			   	VUhU3      	unary mathematical operator: absolute value/norm  |a|.
cu'e	cmavo			   	CUhE      	tense/modal question.
cu'ei	experimental cmavo			   	UI      	discursive: indicate a change in speaker; used generally in quotations.	Considered to have {sa'a} attached to it by default. Using {sa'anai} would cancel that effect. Used to quote dialogues.
cu'ei'a	experimental cmavo			   	UI      	discursive: indicate a change in speaker to ko'a; used generally in quotations.	Considered to have sa'a attached to it by default. Using sa'anai would cancel that effect. Used to quote dialogues.
cu'ei'ai	experimental cmavo			   	UI      	discursive: indicate a change in speaker to first person (mi); used generally in quotations.	Considered to have sa'a attached to it by default. Using sa'anai would cancel that effect. Used to quote dialogues.
cu'ei'e	experimental cmavo			   	UI      	discursive: indicate a change in speaker to ko'e; used generally in quotations.	Considered to have sa'a attached to it by default. Using sa'anai would cancel that effect. Used to quote dialogues.
cu'ei'ei	experimental cmavo			   	UI      	discursive: indicate a change in speaker to general third person (zo'e); used generally in quotations.	Notes: Considered to have sa'a attached to it by default. Using sa'anai would cancel that effect. Used to quote dialogues.
cu'ei'i	experimental cmavo			   	UI      	discursive: indicate a change in speaker to ko'i; used generally in quotations.	Considered to have sa'a attached to it by default. Using sa'anai would cancel that effect. Used to quote dialogues.
cu'ei'o	experimental cmavo			   	UI      	discursive: indicate a change in speaker to ko'o; used generally in quotations.	Considered to have sa'a attached to it by default. Using sa'anai would cancel that effect. Used to quote dialogues.
cu'ei'oi	experimental cmavo			   	UI      	discursive: indicate a change in speaker to second person (do); used generally in quotations.	Notes: Considered to have sa'a attached to it by default. Using sa'anai would cancel that effect. Used to quote dialogues.
cu'ei'u	experimental cmavo			   	UI      	discursive: indicate a change in speaker to ko'u; used generally in quotations.	Considered to have sa'a attached to it by default. Using sa'anai would cancel that effect. Used to quote dialogues.
cu'i	cmavo			   	CAI      	attitudinal: neutral scalar attitude modifier.
cu'o	cmavo			   	MOI      	convert number to probability selbri; event x_1 has probability (n) of occurring under cond. x_2.
cu'u	cmavo			   	BAI      	cusku modal, 1st place (attribution/quotation)    as said by source ...; used for quotation.
cu'u ko'a	cmavo-compound			   	BAI*      	tagged sumti: can be used for embedded: it-1 said, "...", with editorial unquote and insert.
cy	cmavo			   	BY2      	letteral for c.
cy'i'am	cmevla			      		Central Intelligence Agency
da	cmavo   	-dav-   	-dza-	   	KOhA1      	logically quantified existential pro-sumti: there exists something 1 (usually restricted).
da'a	cmavo   	-daz-		   	PA4      	digit/number: all except n; all but n; default 1.
da'ai	experimental cmavo			   	KOhA3      	other than me	Can include {do}. {ma'a} can be defined as "{mi} {jo'u} {do} jo'u {da'ai}"
da'amoi	cmavo-compound			   	MOI*      	quantified selbri: converts all-but-(1) to ordinal selbri; x_1 is penultimate among x_2 by rule x_3.
da'aremoi	cmavo-compound			   	MOI*      	quantified selbri: converts all-but-2 to ordinal selbri; x_1 is antepenult. among x_2 by rule x_3.
da'au	experimental cmavo			   	KOhA1      	pro-sumti: forgetful something/memory-less da	Functions as {da} does with respect to existential quantification. Each usage acts as though the scope of all previous usages have been closed/terminated (or that all assignments to the meaning of this word have been forgotten/erased/overridden/unassigned). Even within the same given scope, multiple usages of this word can refer to different things (with or without qualification) and are (modulo qualification) completely free in their reference sets absolutely and with respect to one another; of course, they can mean the same thing, but it is not necessary. Usage within prenexes is essentially pointless if intended to be used after the same. See also: {da'o}, {da}, {kau'a}, {kau'e}, {kau'i}, {zo'e}.
da'e	cmavo			   	KOhA2      	pro-sumti: remote future utterance; "He'll tell you tomorrow. IT will be a doozy.".
da'ei	experimental cmavo			   	DOI      	attitudinal cause attribution	Whereas dai simply marks an attitudinal as applying to someone other than the speaker, and da'oi attributes the preceding attitudinal as belonging to someone specific, da'ei attributes the cause of one's feeling to someone/something else.
dai	cmavo			   	UI5      	attitudinal modifier: marks empathetic use of preceding attitudinal; shows another's feelings.	See also {cnijmi}.
da'i	cmavo			   	UI3      	discursive: supposing - in fact.	See also {sruma}.
dai'i	experimental cmavo			   	CAI      	attitudinal modifier: supposed emotion - factual emotion	Used for emotions that are non-factual, for example when talking about hypothetical events. la'a ui dai'i mi ba te dunda lo karce lo mi patfu I will probably be given a car by my dad and I would feel happy about it if that happened.
da'inai	cmavo-compound			   	UI*3      	discursive: supposing - in fact.
dai'o	experimental cmavo			   	DAhO      	discursive & gafyzmico: reset/restore all defaults (permanently) to discourse-exterior specification; cancel all following discourse-interior default assignments	Any modification made to the default value of all terbri is hereby cancelled and the definitions of all words (with respect to default specifications for terbri), as they explicitly appear in official Lojban word lists and other resources, is hereby used. Permanent until future alterations (with respect to terbri default specifications) is explicitly made. See also: {do'ai}, {zmico}, {gafyzmico}, {da'o}. 
danmark	cmevla			      		Denmark.
da'o	cmavo			   	DAhO      	discursive: cancel pro-sumti/pro-bridi assignments.
da'oi	experimental cmavo			   	DOI      	attitudinal attribution	Whereas {dai} simply marks an attitudinal as applying to someone other than the speaker, da'oi explicitly attributes the preceding attitudinal.  In particular, dai is equivalent to da'oi na'e bo mi.
darusLAM	cmevla			      		Darussalam.	see {bruNAIS}
datkytcas	cmevla			      		Duckburg
dau	cmavo			   	PA2      	digit/number: hex digit A (decimal 10) [ten].
da'u	cmavo			   	KOhA2      	pro-sumti: a remote past utterance; "She couldn't have known that IT would be true.".
dau'a	experimental cmavo			   	DEhAU      	gafyzmico: Reset all default specifications of immediately previous word to official definition specifications hereinafter (permanently)	Restores all default specifications in the (terbri) structure of immediately previously uttered word so that implicit/omitted {zo'e} and {di'au} that may fill the terbri of that word are predefined/specific in reference and do indeed necessarily agree with the default setting explicitly specified in the discourse-external/“official” definition of the word. The terbri are not filled by this word. Usage is only meaningful for a brivla with at least one terbri (regardless of being explicitly filled or otherwise). In a tanru or other complicated construct, only the most recent word undergoes this terbri default restoration (not every term in the construct). A selbri converted to a sumti by gadri has the x1 terbri filled for the purposes of this word, but the default setting of that terbri is so restored all the same; likewise is the case for terbri accessed by {be} or {bei}; seltau in the main level of a sumti are filled by the gadri as well for the purposes of this word. Affects all future uses of the word (permanent), until the end of the text/conversation or explicitly undone in some manner. See also: {doi'a}, {de'au}, {zmico}.
dau'i	experimental cmavo			   	CAI2      	attitudinal: equal intensity attitudinal relativizer 	Specifies an equal intensity - relative to any previously specified intensity of the same UI/cmavo. See also {mau'i}, {me'ai}, {cu'i} 
de	cmavo			   	KOhA1      	logically quantified existential pro-sumti: there exists something 2 (usually restricted).
de'a	cmavo			   	ZAhO      	event contour for a temporary halt and ensuing pause in a process.
de'ai	experimental cmavo			   	DEhAI      	default value (re)specification/(re)assignment/(re)definition/over-write; set new default value (terbri-specific; permanent)	Terminates immediately previous sumti.  The immediately following (next) unfilled terbri at that level of nesting is affected by this word; if no such terbri exists at that level of nesting, this word's affects apply to the next unfilled terbri in the immediately higher level of nesting (unnested once); if no unfilled terbri exist at any/all levels of nesting and following the immediately previous sumti (even if unfilled terbri exist prior to that sumti), this word has no meaningful affect and can be ignored.  This word must be followed by a sumti; for the purpose of this explanation, this sumti will be xy (as in "de'ai xy").  The affected terbri is defined to default to the value xy (the sumti as a whole, including gadri, tanru, relative clauses, etc.); in other words, when not explicitly filled or when filled be {di'au}, the sumti value filling the affected terbri is that of xy.  This affect remains in effect until the end of the text/conversation or until/unless the default setting of this terbri explicitly redefined (overriding by {di'ei} is temporary/only applies to that usage). If xy is {zo'e}, the default value is completely general and elliptical; thus, permanently overriding a default setting on a specific terbri may be done by "de'ai zo'e". The scope of this word fully encompasses and ends with the following sumti (xy); thus, the second sumti, same-/higher-level terminator, a FA cmavo, etc. following this word ends the new default specification in addition to its other functions.  Additionally, this word does not actually fill the affected terbri with any particular sumti/value; it merely defines its default value hereinafter. CAUTION: Thus, the second same-level sumti uttered actually fills the affected terbri; in order to access the newly-defined default value of the terbri immediately after definition, follow "xy" (with terminator) immediately with implicit (or possibly explicit) "{zo'e}" (possibly necessitating terminators), "{di'au}", or "xy" itself. Moreover, therefore, the default value defined by this word does not immediately/necessarily affect the truth value of the statement in which it appears (it only does so if the second following sumti is not {di'au}, implicit (or possibly) explicit {zo'e}, or xy itself); however, in all future uses of the brivla to which the terbri belongs, unless explicitly filled with a sumti of a different value, the truth value of those statements will be affected.  Also, {su} does not erase this new definition of default. If the affected terbri is naturally defined to have a default or if it has no naturally defined default value, this word semi-permanently over-writes them. See also: {dai'o}, {de'au}, {de'ei}, {de'oi}, {di'au}, {di'ei}, {di'oi}.
de'au	experimental cmavo			   	DEhAU      	gafyzmico: Cancellation (permanent) of all defaults in immediately previous word	Cancels/overrides/ignores/"kills" all defaults (default specifications) in the (terbri) structure of immediately previously uttered word so that implicit/omitted {zo'e} and {di'au} that may fill the terbri of that word are general in potential reference (modulo context) and do not necessarily agree with the default setting explicitly specified in the discourse-exterior/“official” definition of the word. The terbri are not filled by this word. Usage is only meaningful for a brivla with at least one terbri (regardless of being explicitly filled or otherwise). In a tanru or other complicated construct, only the most recent word undergoes this terbri default override (not every term in the construct). A selbri converted to a sumti by gadri has the x1 terbri filled for the purposes of this word, but the default setting of that terbri is so overridden all the same; likewise is the case for terbri accessed by {be} or {bei}; seltau in the main level of a sumti are filled by the gadri as well for the purposes of this word. Affects all future uses of the word (permanent), until the end of the text/conversation or explicitly undone in some manner. See also: {dau'a}, {de'oi}, {zmico}.
de'e	cmavo			   	KOhA2      	pro-sumti: a near future utterance.
dei	cmavo			   	KOhA2      	pro-sumti: this utterance.
de'i	cmavo			   	BAI      	detri modal, 1st place (for letters)              dated ... ; attaches date stamp.
dei'au'o	experimental cmavo			   	VUhU      	mekso binary operator: Lambert product-log W function; W(a, b)	Default: b=0. a can be any complex number (for which W is defined) and b is any integer denoting the branch (where b=0 implies the principal branch). See also: {vau'au'o}.
dei'u	experimental cmavo			   	KOhA      	pro-sumti: the previous word
denpa bu	bu-letteral			   	BY*      	letteral: Lojban "." character.
de'o	cmavo			   	VUhU3      	binary mathematical operator: logarithm; [log/ln a to base b]; default base 10 or e.
